patricID	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t24_riA	btri_t24_riB	btri_t24_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.1210	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1211	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1213	32	36	9	30	63	33	1	4	2	0	16	0	11	22	0
fig|536231.75.peg.1214	38	27	17	121	96	94	2	7	3	9	20	9	1	80	0
fig|536231.75.peg.1215	140	63	99	157	100	246.952	23	7	19	11	0	17	65.994	7	0
fig|536231.75.peg.1216	295	183	236	512.723	516	705.696	44	41	22	89	24	40	172.006	20	107
fig|536231.75.peg.1217	3219	6948	3745	329.277	301	747.352	107	72	74	28	43	63	270	143	49
fig|536231.75.peg.1218	65	83	29	9.222	0	21	13	1	1	8	20	0	12	21	0
fig|536231.75.peg.1219	45	68	15	30	16	34	21	10	18	10	29	0	26	0	0
fig|536231.75.peg.1220	4124	3111	2224	2511.778	2638	3928.374	542	428	314	471	349	390	811	288	355
fig|536231.75.peg.1221	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1223	51	52	60	64	157	169	21	8	19	30	17	23	62	99	34
fig|536231.75.peg.1224	393	163	312	564	716	1191	47	39	36	19	42	22	37	8	15
fig|536231.75.peg.1225	224.99	218.819	126	103.533	110.917	173.481	26	5	19	15	33	17	45.285	0	0
fig|536231.75.peg.1226	1100.01	830.181	627	881.467	1063.083	1959.519	216	97	143	58	98	40	270.715	144	44
fig|536231.75.peg.1227	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1228	181	215	50	105	209	174	19	14	23	23	28	9	19	37	25
fig|536231.75.peg.1229	150	171	42	50	85	100	7	4	10	0	22	0	0	60	0
fig|536231.75.peg.1230	334	387	148	274	220	325	30	29	48	47	13	22	35	74	12
fig|536231.75.peg.1231	63	47	34	23	44	92	0	4	9	0	0	24	11	57	0
fig|536231.75.peg.1232	148	203	83	170	22	135	6	8	15	7	0	0	16	0	0
fig|536231.75.peg.1233	1782	1932	1391	1568	1865	2914	275	240	160	75	20	26	128	107	62
fig|536231.75.peg.1234	1055	1070	783	616	596	865	154	114	72	37	79	27	22	58	13
fig|536231.75.peg.1235	25	43	46	0	0	8	3	0	0	0	0	0	4	0	0
fig|536231.75.peg.1236	1499.612	2724.506	1390.878	780	801	1351	181	81.372	107	54	55	87	353	98	87
fig|536231.75.peg.1237	1098.388	1685.62	719.122	1159	706	1375	153	136.628	125	156	124	92	249	102	132
fig|536231.75.peg.1238	2132.2	955	1222	2502	2474	3353	159	101	133	151	151	199	141	225	149
fig|536231.75.peg.1239	10420	7361	5809	9154	10284	17638	1102	848	1198	1304	1446	1076	550	1115	858
fig|536231.75.peg.1240	11435.809	8259	6497	4715	5809	8310	685	486	683	742	645	480	394	492	328
fig|536231.75.peg.1241	6233	4634	3514	5081	5278	7398	667	511	675	728	690	494	413	393	480
fig|536231.75.peg.1242	241396.857	97467.881	118906	125976	99544	143283	19870	16299	19918	5110	5136	4172	769	2674	2445
fig|536231.75.peg.1243	43172.645	22943.865	15753	18810	13446	23697	1959	1461	2206	864	784	834	675	577	473
fig|536231.75.peg.1244	31142.172	17924	12219	9507	8670	14171	892	650	854	174	227	169	275	282	169
fig|536231.75.peg.1245	22301.012	14256.372	9754	12860	9836	15565	1959	1526	2295	600	423	498	144	247	254
fig|536231.75.peg.1246	40552.19	27600.099	18837	32732	21944	33579	4672	4119	5626	2401	2006	2129	771	1445	1316
fig|536231.75.peg.1247	8879	7048	4756	4845	3954	6823	840	689	1207	631	545	516	152	247	264
fig|536231.75.peg.1248	10258	8545	5051	7519	5722	8663	1281	1031	1679	839	682	658	316	388	440
fig|536231.75.peg.1249	3955	3447	1825	1018	1163	1895	581	324	471	116	120	80	175	92	66
fig|536231.75.peg.1250	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1251	23780	8831	9723	8244	8535	13077	933	806	840	1625	1851	1827	1111	1684	2094
fig|536231.75.peg.1252	6273	2721	2497	3056	2651	4009	180	126	200	474	225	379	358	302	298
fig|536231.75.peg.1253	4172	1734	1952	1276	1368	2097	140	62	124	139	123	124	197	139	75
fig|536231.75.peg.1254	9517.433	4754.37	4455.238	4648.796	4232.757	6737.936	496.825	326.819	451.533	447.114	353.478	310	1052.006	282.802	500
fig|536231.75.peg.1255	492.331	295.63	216.762	269.204	332.243	441.064	39.175	23.181	22.467	34.886	38.522	2	236.749	42.198	22
fig|536231.75.peg.1256	2323.237	1374	1135	1279	1426	2328	172	101	117	204	145	112	519.246	83	168
fig|536231.75.peg.1257	3707	2411	1899	4853	4491	7157	425	331	356	869	471	418	997	749	816
fig|536231.75.peg.1258	1692	884	808	1123.436	1156	1385	127	84	98.591	188	178	139	148	197	133
fig|536231.75.peg.1259	21	25	14	32.564	7	4	2	0	3.409	1	0	0	0	0	0
fig|536231.75.peg.1260	8016	3975	3784	5397	4251	5798	738	625	878	1090	1341	924	1163	568	722
fig|536231.75.peg.1261	14339	6674	6117	6081	6304	9314	1111	822	1158	911	901	754	2253	784	872
fig|536231.75.peg.1262	5	1	2	0	0	7	0	0	0	0	0	10	1	3	0
fig|536231.75.peg.1263	2913	1897.243	2402	1981	2077	2932	409	300	365	299	189	287	475	242	210
fig|536231.75.peg.1264	2769	1586	1901	2005	1721	2773	447	339	511	577	274	318	556	382	304
fig|536231.75.peg.1265	2295	1540	1646	4225	4065	6741	108	125	164	151	183	80	122	62	152
fig|536231.75.peg.1266	18539	32291.367	7675	528	774	1878	294	166	186	151	116	93	1703	313	243
fig|536231.75.peg.1267	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1268	12328.046	9420	4643	1904	2354	4444	216	82	193	133	96	39	397	123	109
fig|536231.75.peg.1269	9043.476	9736.35	5197	6637	6125	10617	1125	843	835	964	775	587	879	702	698
fig|536231.75.peg.1270	98815.34	149785.645	41016	1502	1936	6705	1645.031	996	827	546	277	201	5852	405	238
fig|536231.75.peg.1271	26738.006	22763.721	8760.601	11108.427	10120.146	15815.324	2861.896	2569.299	2844.516	2380.257	1690.126	1628.397	2077.106	958	1400.509
fig|536231.75.peg.1272	3416.989	4646.279	1721.399	548.573	367.854	571.676	178.104	163.701	158.484	184.743	83.874	44.603	881.894	113	105.491
fig|536231.75.peg.1273	2704	2651	2348	10774	8471	13822	424	298	272	333	223	174	480	274	300
fig|536231.75.peg.1274	607	430	317	1293	1217	2123	103	96	71	32	0	7	43	46	51
fig|536231.75.peg.1275	1431	1033	857	1946	1821	3215	156	114	113	81	80	76	143	35	65
fig|536231.75.peg.1276	1496	1011	671	2529	1860	3566	236	170	194	383	88	140	334	307	349
fig|536231.75.peg.1277	2760.082	1904.053	1476	2813	2599	4471	266	146	242	113	78	57	226	143	152
fig|536231.75.peg.1278	1315	980	784	1015	931	1428	115	100	128	75	72	69	123	62	50
fig|536231.75.peg.1279	2599	1970	1651	3260	3179	5308	307	198	252	119	131	121	66	136	173
fig|536231.75.peg.1280	6277.589	5177.051	3058.619	3831.542	4351.541	6766.442	441.927	260.056	371.9	406.505	236.918	203.875	447.343	347.229	193.21
fig|536231.75.peg.1281	396.231	691.599	262.179	30.011	50.768	105.594	12.557	5.908	9.105	0	0	6	21	0	0
fig|536231.75.peg.1282	17.446	28.096	5.282	0	0	1.301	0	0	1.087	0	0	0	25.728	0	0
fig|536231.75.peg.1283	1425.638	1576.481	846.542	394.001	707.988	1154.825	108.855	43.995	49.904	36	46.954	14	152.23	30.648	45
fig|536231.75.peg.1284	2739.665	3300.606	3578.013	1193.97	1374.72	2618.992	348.519	146.523	267.98	293.689	179.651	0	761.615	299.351	0
fig|536231.75.peg.1285	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1286	3.36	0	2.001	0	0	0	0	0	0	0	0	0	2.871	0	0
fig|536231.75.peg.1288	1959.726	1816.197	902.138	1665.432	1462.432	2515.264	235.467	85.312	106.64	86.291	36.272	109.389	157.369	235.315	125.553
fig|536231.75.peg.1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1290	145.457	123.599	111.411	45.106	47.756	81.943	5	1	1	0	12	0	41	23	0
fig|536231.75.peg.1291	974	1674	942	278	323	760	105	80	44	56	19	6	133	91	24
fig|536231.75.peg.1292	3	19	19	0	0	0	0	0	2	0	0	0	0	0	0
fig|536231.75.peg.1293	58	64	54	32	14	67	6	0	7	0	0	0	0	0	0
fig|536231.75.peg.1294	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1295	679.095	591	576	1190	1100	1720	236	196	173	229	219	230	200	103	162
fig|536231.75.peg.1296	444	409	339	474	429	649	67	59	74	58	67	34	88	84	49
fig|536231.75.peg.1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1298	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1299	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0
fig|536231.75.peg.1300	3018	2703	5628	4436	3747	6625	605	528	379	627	236	340	939	434	332
fig|536231.75.peg.1301	37	35	24	446	402	604	6	12	5	45	20	30	111	52	16
fig|536231.75.peg.1303	1668	1495	2693	1026	1120	1922	169	103	110	51	8	39	108	46	55
fig|536231.75.peg.1304	3622	2748	4018	2916	2657	4785	481	318	440	284	268	180	529	207	173
fig|536231.75.peg.1305	4864	3098	5095	3647	3571	5369	564	418	552	273	246	274	546	190	254
fig|536231.75.peg.1306	613	198	481	1413	1333	2361	68	28	27	43	68	84	87	58	53
fig|536231.75.peg.1307	33962	21887.159	30048	22765	17566	27271	3614	2477	2264	6504	2101	2228	8609	4254	4223
fig|536231.75.peg.1308	14704	8838	10423	4525	5373	8157	1629	1057	1450	1092	921	867	1156	467	598
fig|536231.75.peg.1309	3728	3006	3746	2232	2422	3809	395	222	282	202	182	219	696	170	204
fig|536231.75.peg.1310	14371	8005.029	4540	6303	5313	7961	1542	1174	1134	834	556	431	2174	510	505
fig|536231.75.peg.1311	23118	16077	22243	25416	22187	37275	205	185	137	140	301	180	39	175	161
fig|536231.75.peg.1312	13957.135	9772	16099	8891	9703	18008	129	77	38	37	49	107	12	123	32
fig|536231.75.peg.1313	44937.009	91324.579	19407	635.638	636.066	1397.703	967.98	554.985	475	340	115	156	565	181	187
fig|536231.75.peg.1314	1584.013	1033.003	807	1498.362	1721.934	2794.297	136.02	111.015	106	79	31	101	90	6	48
fig|536231.75.peg.1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1316	3185	2477	1963	2578	2880	4957	587	404	444	388	462	385	628	256	358
fig|536231.75.peg.1317	999	1050	790	446	464	874	199	108	130	75	141	34	258	51	46
fig|536231.75.peg.1318	62525.338	95455.367	18979	7946	7740	12200	5598	4421	4061	4024	1785	1533	5902	2145	2666
fig|536231.75.peg.1319	3335	4067	1710	1635	1804	2835	267	194	252	290	159	144	440	103	117
fig|536231.75.peg.1320	4171	3356.003	2817	4795	4687	6360	732.074	712	836	994	666	431	598	84	377
fig|536231.75.peg.1321	2700	2089	1939	1961	1742	2848	657	554	755	615	418	301	372	214	256
fig|536231.75.peg.1322	691	1273	590	409	415	638	61	39	30	92	78	17	188	17	98
fig|536231.75.peg.1323	718	673	366	605	450	861	107	75	70	61	87	67	90	109	37
fig|536231.75.peg.1324	31	13	18	90	71	116	14	4	3	13	0	0	11	14	17
fig|536231.75.peg.1325	36326.899	112915.85	15265	205	230	994	294	176	154	76	101	82	1484	26	46
fig|536231.75.peg.1326	34760.124	46060.891	18843.138	24141.551	21146.184	33061.381	4972.706	4531	5377.241	4265	2052	2158	17084.186	3161	3730
fig|536231.75.peg.1327	11825.876	25216.056	13881	4934.449	5115.816	8965.619	1257	775	951.759	1027	450	507	8597.814	1449	1220
fig|536231.75.peg.1328	699	798	466	423	626	625	53	26	32	27	31	42	60	59	0
fig|536231.75.peg.1329	783	2586	890	699	656	1399	38	21	12	698	337	255	2591	566	519
fig|536231.75.peg.1330	198	388	290	127	54	100	5	3	9	52	10	1	274	43	13
fig|536231.75.peg.1331	19	2	5	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1332	976	645	584	1965	1843	3452	103	58	86	72	74	56	192	91	41
fig|536231.75.peg.1333	14022.171	6906	7934	14312	11481	16100	1616	1116	1573	1889	1245	1375	6367	1320	2151
fig|536231.75.peg.1334	7314	3526	4233	5403	4487	7731	755	574	636	465	245	260	2766	538	697
fig|536231.75.peg.1335	33841.211	15097	19627.026	18708	17099	25703	2606	2251	2358	1675	1454	1391	4670	1233	1582
fig|536231.75.peg.1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1337	473.944	788.83	786.912	72.25	57.624	59.865	4.999	2.612	7.753	5.365	9	0	85.483	0	14
fig|536231.75.peg.1338	11828.056	9932.6	9071.088	3964.75	3712.376	6356.135	483.001	255.388	416.247	879.635	527	381	2346.517	493	557
fig|536231.75.peg.1339	3804	2727.326	3266	2379	2308	3764	165	134	167	480	258	215	452	290	297
fig|536231.75.peg.1340	3022.526	3298.115	2855.908	987.879	767.183	1560.738	111.388	95.637	124.247	232.574	63.097	106	379.038	189.277	130.166
fig|536231.75.peg.1341	414	336	452	95	135	229	8	5	10	1	27	0	60	18	42
fig|536231.75.peg.1342	7	13	36	21	13	37	4	4	0	33	0	0	4	23	0
fig|536231.75.peg.1343	3851.474	2703.95	2211.092	4858.121	3437.817	4841.262	375.612	283.363	301.753	1204.426	541.903	319	861.962	558.723	730.834
fig|536231.75.peg.1344	314	349	339	128	143	260	23	2	8	0	0	1	53	18	0
fig|536231.75.peg.1345	0	0	0	10	0	18	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1346	18	67	22	67	59	57	4	4	6	6	20	0	24	73	0
fig|536231.75.peg.1347	0	1	0	0	12	0	0	0	0	0	0	0	4	0	0
fig|536231.75.peg.1348	11172.998	25628.997	26427.569	142	111	283	268	203	130	506	43	193	2523	110	226
fig|536231.75.peg.1349	1951.002	2025.003	1115	2031	1845	3391	296	221	196	295	260	212	323	201	184
fig|536231.75.peg.1350	1329	725	1216	1671	1973	3477	110	83	124	40	57	27	34	65	15
fig|536231.75.peg.1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fig|536231.75.peg.1352	7646.041	6544	6608	7994	7336	11669	828	531	587	503	345	403	711	407	350
fig|536231.75.peg.1353	16	16	34	0	52	14	8	4	2	0	0	0	0	0	0
fig|536231.75.peg.1354	2435	1958	3201	1258	1150	1790	385	266	234	163	223	133	71	129	84
fig|536231.75.peg.1355	758	712	842	811	996	1512	106	55	88	69	49	56	29	96	41
fig|536231.75.peg.1356	336	442	365	306	441	486	63	41	24	80	41	21	47	55	24
fig|536231.75.peg.1357	1170	1127	523	1092	1186	2153	93	60	79	36	50	8	62	126	0
fig|536231.75.peg.1358	246987.476	171524.907	185746.817	267808	250611	399821.709	24058	19523	17990	27039	21927	19141	11794	16312	13302
fig|536231.75.peg.1359	67410	53615.994	51981	89980	81793	118781	5443.752	4934	4676	8562	8543	7881	5045	6514	5530
fig|536231.75.peg.1360	35948.477	34642.466	38640.977	38719	38622	56822	4359	3093	3598	4852	4645	3473	4197	3958	3274
fig|536231.75.peg.1361	3376	4270	3203	4807	3566	6421	537	407	505	650	517	381	421	474	461
fig|536231.75.peg.1362	19708	16930.151	14125	13198	12954	19540	2278	1709	1957	1523	1392	1077	1204	1039	1133
fig|536231.75.peg.1363	4510	3064	2882	2581	3031.006	4769	400	352	439	609	363	229	303	295	301
fig|536231.75.peg.1364	8581	5873	6374	9555	9315	14484	980	831	975	572	557	387	692	573	520
fig|536231.75.peg.1365	8569.18	6189	5695	7117	7985	11093	784	688	764	408	434	314	471	514	257
fig|536231.75.peg.1366	3374	1606	1754	2827	2107	3289	742	549	512	859	353	286	586	524	527
fig|536231.75.peg.1367	3918	3414	1670	576	841	1958	186	75	95	51	63	21	272	83	60
fig|536231.75.peg.1368	6491	2525	2288	3249	3044	4513	467	362	355	423	257	311	385	425	340
fig|536231.75.peg.1369	10842	3638	4641.61	5944	5309	7693	598	558	555	501	408	449	773	452	360
fig|536231.75.peg.1370	4527	1689	2028	3085	2645	3530	239	200	244	226	188	177	168	447	265
fig|536231.75.peg.1371	2240	1094	1027	1223	1360	1981	161	97	168	55	89	143	542	86	66
fig|536231.75.peg.1372	4947	2451	2418	2645	2719	4296	300	228	316	333	306	151	363	256	245
