patricID	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.2642	485.198	225.381	228.306	2034.815	94.897	106.266
fig|536231.75.peg.2643	2075.802	920.619	1140.694	11904.185	813.103	418.734
fig|536231.75.peg.2644	1	0	0	0	18	0
fig|536231.75.peg.2645	0	0	0	0	0	0
fig|536231.75.peg.2646	0	0	0	0	11	0
fig|536231.75.peg.2647	0	0	0	0	0	0
fig|536231.75.peg.2648	284	277	154	1589	220	220
fig|536231.75.peg.2649	0	0	4	5	17	0
fig|536231.75.peg.2650	2	0	2	0	19	0
fig|536231.75.peg.2651	2	0	0	0	25	0
fig|536231.75.peg.2652	0	0	0	9	12	0
fig|536231.75.peg.2653	0	0	0	0	41	0
fig|536231.75.peg.2654	0	0	0	0	0	0
fig|536231.75.peg.2655	0	0	0	0	40	0
fig|536231.75.peg.2656	0	0	0	0	0	0
fig|536231.75.peg.2657	0	0	0	3	17	0
fig|536231.75.peg.2658	0	4	0	1	0	0
fig|536231.75.peg.2659	0	0	0	0	0	0
fig|536231.75.peg.2660	1	3	0	0	22	0
fig|536231.75.peg.2663	0	0	0	0	0	0
fig|536231.75.peg.2664	0	4	4	28	6	0
fig|536231.75.peg.2665	0	0	1	0	1	0
fig|536231.75.peg.2666	13	10	4	3	1	0
fig|536231.75.peg.2667	3.5	3.076	0	7	18.52	20
fig|536231.75.peg.2668	32	17	8	3	27	0
fig|536231.75.peg.2669	10	12	3	61	1	0
fig|536231.75.peg.2670	22	18	29	164	152	20
fig|536231.75.peg.2671	25	10	11	61	55	0
fig|536231.75.peg.2672	38	25	23	100	40	17
fig|536231.75.peg.2673	0	0	0	0	0	0
fig|536231.75.peg.2674	0	0	0	15	14	0
fig|536231.75.peg.2675	0	0	0	0	0	0
fig|536231.75.peg.2676	0	0	0	0	32	0
fig|536231.75.peg.2677	0	0	0	8	0	0
fig|536231.75.peg.2678	0	0	0	0	0	0
fig|536231.75.peg.2679	0	0	0	0	0	0
fig|536231.75.peg.2680	11.005	4.002	2.053	275.161	15.5	0
fig|536231.75.peg.2681	0	0	0	0	0	0
fig|536231.75.peg.2682	9	7	11	65.029	40	15
fig|536231.75.peg.2683	2	0	1	6.979	0	0
fig|536231.75.peg.2684	91	64	77	1273.021	187	209
fig|536231.75.peg.2685	553	413	536	4727	935	1404
fig|536231.75.peg.2686	0	0	0	7	0	0
fig|536231.75.peg.2687	85	57	42	2745.986	145	208
fig|536231.75.peg.2688	18	7	13	353.014	0	14
fig|536231.75.peg.2689	0	0	0	0	0	0
fig|536231.75.peg.2690	104	59	49	4182	186	202
fig|536231.75.peg.2691	26	10	9	481	56	45
fig|536231.75.peg.2692	34.453	24.731	43.475	372.36	54	51
fig|536231.75.peg.2693	22.137	11.35	23	797.284	42.015	15.421
fig|536231.75.peg.2694	691.953	399	442	24594.924	5339.985	7867
fig|536231.75.peg.2695	62	43	84	432	20	70
fig|536231.75.peg.2698	8	9.962	5	352.981	12	17
fig|536231.75.peg.2699	22	20.038	36	639.82	0	51
fig|536231.75.peg.2700	0	0	0	0	0	0
fig|536231.75.peg.2701	4	2	0	0	14	6
fig|536231.75.peg.2702	0	2	0	0	0	0
fig|536231.75.peg.2703	6	6.092	7	6	115.939	0
fig|536231.75.peg.2704	1	0	0	2.651	0	0
fig|536231.75.peg.2706	6	8	5	141	15	15
fig|536231.75.peg.2707	362	221	330	549	235	178
fig|536231.75.peg.2708	206	112.117	207.239	659.125	199	223
fig|536231.75.peg.2709	80	93.883	103.761	961.875	114	179
fig|536231.75.peg.2710	196	103	185	1817	362	289
fig|536231.75.peg.2711	251	178.012	230	1734	319	554
fig|536231.75.peg.2712	257	115.988	159	2719	91	147
fig|536231.75.peg.2713	66	38	48	224	44	72
fig|536231.75.peg.2714	0	0	1	2	0	0
fig|536231.75.peg.2715	3	0	2.952	0	12.977	0
fig|536231.75.peg.2716	211	200	187	1952	159	319
fig|536231.75.peg.2717	248	176.366	169.139	634.162	127	239
fig|536231.75.peg.2718	61.908	44.634	68.861	62.838	23	48
fig|536231.75.peg.2719	172.092	102	105	613	59	151
fig|536231.75.peg.2720	200	120	167	1670	241	118
fig|536231.75.peg.2721	347	322	251	2404	591	299
fig|536231.75.peg.2722	71	15	44	2212	183	233
fig|536231.75.peg.2723	158	123	107	412	88	79
fig|536231.75.peg.2724	1415	1064	749	1701	408	717
fig|536231.75.peg.2725	1	0	0	0	0	0
fig|536231.75.peg.2726	0	0	0	0	23	0
fig|536231.75.peg.2727	0	0	0	0	20	0
fig|536231.75.peg.2728	0	0	0	0	0	0
fig|536231.75.peg.2729	0	0	0	0	12	0
fig|536231.75.peg.2732	22	15	26	28	88	9
fig|536231.75.peg.2733	35	47	26	80	20	33
fig|536231.75.peg.2736	11	15	11	198	36	27
fig|536231.75.peg.2737	0	2	0	0	0	0
fig|536231.75.peg.2738	0	0	0	0	0	0
fig|536231.75.peg.2739	12	6	14	26	21	33
fig|536231.75.peg.2740	0	0	0	0	0	0
fig|536231.75.peg.2743	5	1	2	3	0	15
fig|536231.75.peg.2744	253	167	159	877	131	118
fig|536231.75.peg.2745	0	0	0	0	0	0
fig|536231.75.peg.2748	1	0	4	0	12	0
fig|536231.75.peg.2749	0	0	0	0	0	0
fig|536231.75.peg.2750	0	0	0	6	39	0
fig|536231.75.peg.2751	0	0	0	2	0	0
fig|536231.75.peg.2752	0	0	0	5	0	0
fig|536231.75.peg.2753	0	2	2	0	8	0
fig|536231.75.peg.2754	29	29	16	1117	5	123
fig|536231.75.peg.2755	3	0	0	0	54	0
fig|536231.75.peg.2756	0	0	1	0	31	0
fig|536231.75.peg.2757	0	0	0	0	0	0
fig|536231.75.peg.2758	0	0	0	0	0	0
fig|536231.75.peg.2759	0	1	0	12	58	0
fig|536231.75.peg.2760	1	0	0	0	0	0
fig|536231.75.peg.2761	0	0	3	5	0	0
fig|536231.75.peg.2762	6	1	0	5	17	14
fig|536231.75.peg.2763	0	0	0	8	0	11
fig|536231.75.peg.2764	0	0	0	0	0	0
fig|536231.75.peg.2765	2	0	3	0	20	0
fig|536231.75.peg.2766	0	0	0	0	0	0
fig|536231.75.peg.2767	5	1	0	3	8	0
fig|536231.75.peg.2768	0	4	0	0	4	0
fig|536231.75.peg.2769	0	0	0	0	0	0
fig|536231.75.peg.2770	0	0	0	0	0	0
fig|536231.75.peg.2771	0	0	0	0	0	0
fig|536231.75.peg.2772	2	0	0	4	33	17
fig|536231.75.peg.2774	14	8	13	339	66	13
fig|536231.75.peg.2775	0	0	0	0	0	0
fig|536231.75.peg.2776	0	3	0	0	0	0
fig|536231.75.peg.2777	0	0	0	0	0	0
fig|536231.75.peg.2778	71	57	27	25	9	7
fig|536231.75.peg.2779	169	130	164	402	155	39
fig|536231.75.peg.2780	14	5	6	28	7	0
fig|536231.75.peg.2781	73	49	57	66	60	19
fig|536231.75.peg.2782	0	0	0	0	25	0
fig|536231.75.peg.2783	0	0	0	0	12	0
fig|536231.75.peg.2784	44	28	27	435	0	74
fig|536231.75.peg.2785	34.899	28	24	688.643	47	69
fig|536231.75.peg.2786	15.101	8	13	119.357	8	0
fig|536231.75.peg.2787	0	1	0	15	0	0
fig|536231.75.peg.2788	5	1	10	34	51	17
fig|536231.75.peg.2789	5	0	5	2	18	15
fig|536231.75.peg.2790	9	2	9	26	0	0
fig|536231.75.peg.2791	0	0	0	0	0	0
fig|536231.75.peg.2792	1	2	8	54	0	0
fig|536231.75.peg.2793	35054	29121	33757	14031	12543	10622
fig|536231.75.peg.2794	96	88	143	545	123	159
fig|536231.75.peg.2795	60	59	87	243	87	80
fig|536231.75.peg.2796	0	0	0	0	0	0
fig|536231.75.peg.2797	16168	15560	13403	36881	11710	15469
fig|536231.75.peg.2798	366	255	289	918	814	524
fig|536231.75.peg.2799	104	62	44	592	120	58
fig|536231.75.peg.2800	1926	1299	2313	3185	1805	1615
fig|536231.75.peg.2801	2517	2013	1796	2137	764	1297
fig|536231.75.peg.2802	3029	1636	1888	3587	1874	2190
fig|536231.75.peg.2803	2188	1128	1442	2247	1479	1709
fig|536231.75.peg.2804	1971.236	1238	1068	1556	514	747
fig|536231.75.peg.2805	378.764	214	153	1954	90	165
fig|536231.75.peg.2806	58.57	60	43.865	134.831	40.796	45
fig|536231.75.peg.2807	699.43	507	493.135	805.169	878.204	387
fig|536231.75.peg.2808	60	43	51	50	30	42
fig|536231.75.peg.2809	13.005	11.004	21	34.591	0	0
fig|536231.75.peg.2810	18.995	30.996	21	25.409	0	27
fig|536231.75.peg.2811	36	27	37	58	49	32
fig|536231.75.peg.2812	690	576	680	1724	421	385
fig|536231.75.peg.2813	1388	821	1073	831	640	382
fig|536231.75.peg.2814	521	417	357	1006	640	498
fig|536231.75.peg.2815	1074	894	908	775	431	711
fig|536231.75.peg.2816	0	0	0	0	0	0
fig|536231.75.peg.2817	212	185	194	137	187	126
fig|536231.75.peg.2818	135	139	207	52	158	57
fig|536231.75.peg.2820	2173	1509	2188	529	447	467
fig|536231.75.peg.2821	6234	4930	6286	1131	2531	1790
fig|536231.75.peg.2822	83	43	84	9	2	41
fig|536231.75.peg.2823	11040	9096	8887	979	1541	1167
fig|536231.75.peg.2824	14954	10097	11789	775	3628	1525
fig|536231.75.peg.2825	27	28	18	37	14	42
fig|536231.75.peg.2826	639	356	528	834	472	411
fig|536231.75.peg.2827	268	169	220	369	346	159
fig|536231.75.peg.2828	0	0	0	0	0	0
fig|536231.75.peg.2829	4305	4087	4630	1542	1310	1199
fig|536231.75.peg.2830	422	332	413	131	56	47
fig|536231.75.peg.2831	1151	881	1134	1755	505	601
fig|536231.75.peg.2832	23	19	16	55	13	0
fig|536231.75.peg.2833	691	499	835	2137	650	1062
fig|536231.75.peg.2834	79647	59587	66558	24699	26368	19415
fig|536231.75.peg.2835	528	496	523	957	374	575
fig|536231.75.peg.2836	1017	776	982	736	388	244
fig|536231.75.peg.2837	2237.519	1636	1780	7959	1349	1047
fig|536231.75.peg.2838	62	57	43	141	1	48
fig|536231.75.peg.2839	4	10	2	83	12	14
fig|536231.75.peg.2840	0	0	0	5	0	0
fig|536231.75.peg.2841	203	126	188	3142	433	648
fig|536231.75.peg.2842	950	771	747	2026	667	629
fig|536231.75.peg.2843	2412	1988	1859	2060	1030	1056
fig|536231.75.peg.2844	100	69	105	40	38	38
fig|536231.75.peg.2845	66	45	25	51	59	0
fig|536231.75.peg.2846	2	2	7	7	0	0
fig|536231.75.peg.2847	30	29	13	103	109	12
fig|536231.75.peg.2848	18	15	12	68	63	19
fig|536231.75.peg.2849	146	87	60	334	127	135
fig|536231.75.peg.2850	0	0	0	0	12	0
fig|536231.75.peg.2851	0	0	0	0	0	0
fig|536231.75.peg.2852	5	4	0	21	46	7
fig|536231.75.peg.2853	114	84	103	1143	215	229
fig|536231.75.peg.2854	147	109	132	423	242	134
fig|536231.75.peg.2855	4	9	13	70	8	32
fig|536231.75.peg.2856	0	0	0	0	19	0
fig|536231.75.peg.2857	0	0	0	0	0	0
fig|536231.75.peg.2858	22	16	17	74	37	46
fig|536231.75.peg.2859	2	0	0	4	0	0
fig|536231.75.peg.2860	7	0	11	32	0	2
fig|536231.75.peg.2861	373	185	155	2268	122	108
fig|536231.75.peg.2862	2	4	4	11	0	0
fig|536231.75.peg.2863	83	51	32	81	152	29
fig|536231.75.peg.2864	0	0	1	0	0	0
fig|536231.75.peg.2865	0	0	0	10	0	0
fig|536231.75.peg.2866	0	0	0	0	18	0
fig|536231.75.peg.2867	1626	991	1482.522	3621.686	1717	1340
fig|536231.75.peg.2868	0	0	0	0	0	0
fig|536231.75.peg.2869	0	0	0	0	0	0
fig|536231.75.peg.2870	0	0	0	0	0	0
fig|536231.75.peg.2871	12	14	14	7	14	0
fig|536231.75.peg.2872	4	17	5	22	0	0
fig|536231.75.peg.2873	0	0	0	0	0	0
fig|536231.75.peg.2874	66	17	34	123	43	102
fig|536231.75.peg.2875	81	54	55	237	132	156
fig|536231.75.peg.2876	63	30	60	141	148	127
fig|536231.75.peg.2877	132	63	85	93	32	52
fig|536231.75.peg.2878	86	83	70	49	144	35
fig|536231.75.peg.2879	72	46	55	46	110	28
fig|536231.75.peg.2880	164	114	127	231	141	73
fig|536231.75.peg.2881	26	25	27	32	89	34
fig|536231.75.peg.2882	0	0	0	0	0	0
fig|536231.75.peg.2883	0	4	0	0	0	0
fig|536231.75.peg.2884	4	0	0	3	34	0
fig|536231.75.peg.2885	0	0	0	0	0	0
fig|536231.75.peg.2886	0	0	0	0	0	0
fig|536231.75.peg.2887	0	0	0	0	0	0
fig|536231.75.peg.2888	0	0	0	7.039	0	0
fig|536231.75.peg.2892	61.246	14.005	29.914	101.336	41.974	0
fig|536231.75.peg.2893	18	15	17	406	105	20
fig|536231.75.peg.2894	21	14	37	142	55	36
fig|536231.75.peg.2895	323.483	277.718	341.924	279.664	344.654	157.548
fig|536231.75.peg.2896	0	1	0	0	0	0
fig|536231.75.peg.2897	1	2	5	43	0	0
fig|536231.75.peg.2898	8.661	0	24.572	46.168	17.307	70.692
fig|536231.75.peg.2899	13.057	29.447	21.204	66.663	87.144	57.518
fig|536231.75.peg.2900	3.793	0	4	0	0	11
fig|536231.75.peg.2901	0	0	0	0	0	0
fig|536231.75.peg.2902	7.529	9	18	60.393	5	28
fig|536231.75.peg.2903	105.804	122.7	156.317	234.619	141.803	145.451
fig|536231.75.peg.2904	0	2	7	12	15	0
fig|536231.75.peg.2905	152.537	104.9	144.598	146.72	141.744	176
fig|536231.75.peg.2906	0	0	0	0	0	0
fig|536231.75.peg.2907	3	0	2	0	0	13
fig|536231.75.peg.2908	211.528	219.329	254.019	252.028	298.573	278.892
fig|536231.75.peg.2909	15	16	20	301	69	12
fig|536231.75.peg.2910	156.911	162.8	176.289	98.892	191.332	66.224
fig|536231.75.peg.2911	9	11	5	5	0	0
fig|536231.75.peg.2912	0	1	0	3	0	0
fig|536231.75.peg.2913	27.943	16.553	42.796	149.337	8.856	28.482
fig|536231.75.peg.2914	207.734	165.453	242.181	228.403	244.638	222.886
fig|536231.75.peg.2915	0	0	0	0	0	0
fig|536231.75.peg.2916	41	20	36	113	38	8
fig|536231.75.peg.2917	10	0	1	4	0	14
fig|536231.75.peg.2918	122	80	68	167	220	106
fig|536231.75.peg.2919	0	0	0	0	26	0
fig|536231.75.peg.2920	4	0	3	0	28	0
fig|536231.75.peg.2921	0	0	0	0	0	0
fig|536231.75.peg.2922	2	0	0	2	14	0
fig|536231.75.peg.2923	8	1	13	4	39	11
fig|536231.75.peg.2924	0	0	0	1	66	0
fig|536231.75.peg.2925	4	3	5	0	36	0
fig|536231.75.peg.2926	9	0	14	24	63	20
fig|536231.75.peg.2927	2	3	0	0	13	0
fig|536231.75.peg.2928	5	10	8	13	39	12
fig|536231.75.peg.2929	7	4	5	0	143	0
fig|536231.75.peg.2930	1	0	2	22	0	0
fig|536231.75.peg.2931	0	0	0	0	9	0
fig|536231.75.peg.2932	0	0	0	0	13	0
fig|536231.75.peg.2933	0	0	0	0	0	0
fig|536231.75.peg.2934	0	2	0	0	18	0
fig|536231.75.peg.2935	4	0	0	0	0	0
fig|536231.75.peg.2936	25	22	28	102	83	25
fig|536231.75.peg.2937	4	5	5	25	65	0
fig|536231.75.peg.2938	14	6	7	29	4.205	0
fig|536231.75.peg.2939	5	1	1	0	30.795	0
fig|536231.75.peg.2940	10	7	8	89	66	7
fig|536231.75.peg.2941	1	0	4	11	55	21
fig|536231.75.peg.2942	0	0	3	0	0	0
fig|536231.75.peg.2943	12	0	17	56	25	27
fig|536231.75.peg.2944	328	267	291	1397	178	393
fig|536231.75.peg.2945	4308	4392	2926	11577	1760	1699
fig|536231.75.peg.2946	877	637	679	1918	282	502
fig|536231.75.peg.2947	9	19	8	16	48	16
fig|536231.75.peg.2948	146	93	79	415	114	64
fig|536231.75.peg.2949	33	41	25	54	43	10
fig|536231.75.peg.2950	13	15	11	30	5	11
fig|536231.75.peg.2951	12441.979	11003	8429	24363	3957	4199
fig|536231.75.peg.2952	132	59	70	256	56	13
fig|536231.75.peg.2953	163	157	129	391	277	113
fig|536231.75.peg.2954	338	342	262	260	56	128
fig|536231.75.peg.2955	564	299	339	507	68	278
fig|536231.75.peg.2956	449	356	335	278	254	252
fig|536231.75.peg.2957	180	208	135	83	103	38
fig|536231.75.peg.2958	149	112	132	175	177	144
fig|536231.75.peg.2959	611	435	580	508	454	277
fig|536231.75.peg.2960	439	259	407	489	489	215
fig|536231.75.peg.2961	594	391	576	395	577	449
fig|536231.75.peg.2962	67	75	120	36	95	0
fig|536231.75.peg.2963	497	415	435	436	544	256
fig|536231.75.peg.2964	3362	2283	2135	2022	2140	1290
fig|536231.75.peg.2965	664	687	633	1292	368	668
fig|536231.75.peg.2966	236	261	247	338	143	66
fig|536231.75.peg.2967	460	330	370	605	323	208
fig|536231.75.peg.2968	562	451	480	964	447	644
fig|536231.75.peg.2969	332	370	345	824	222	301
fig|536231.75.peg.2970	870	660	799	1091	460	281
fig|536231.75.peg.2971	110	68	57	72	30	18
fig|536231.75.peg.2972	166	140	152	352	188	342
fig|536231.75.peg.2973	1916	1331	1682	4301	1717	1374
fig|536231.75.peg.2974	4050	3031	3447	5021	2564	2083
fig|536231.75.peg.2975	418	375	523	1097	282	603
fig|536231.75.peg.2976	2	1.099	1	138.55	0	0
fig|536231.75.peg.2977	6	4.901	3	243.45	1	5
fig|536231.75.peg.2978	1608	1582	1930	6095	1741	2589
fig|536231.75.peg.2979	378	378	544	1714.361	327	424
fig|536231.75.peg.2980	505	568	659	2762.051	457	1062
fig|536231.75.peg.2981	559	168	273	3240.949	175	103
fig|536231.75.peg.2982	1546	1222	1457	996	921	786
fig|536231.75.peg.2983	10	6	10	3	37	0
fig|536231.75.peg.2984	174	130	194	342	112	95
fig|536231.75.peg.2985	703	508	590	2830	929	823
fig|536231.75.peg.2986	0	0	0	0	0	0
fig|536231.75.peg.2987	0	0	2	5	0	0
fig|536231.75.peg.2988	737	571	370	2173	778	640
fig|536231.75.peg.2990	0	0	0	0	0	0
fig|536231.75.peg.2991	0	0	0	0	0	0
fig|536231.75.peg.2992	11.483	9	10	85	4	14
fig|536231.75.peg.2993	20.517	3	10	69	30	0
fig|536231.75.peg.2994	0	0	0	0	0	0
fig|536231.75.peg.2995	86.551	78.249	87.843	881.968	311.865	188.029
fig|536231.75.peg.2996	18.449	12.751	21.157	73.032	27.135	38.971
fig|536231.75.peg.2997	360	343	417	464	343	479
fig|536231.75.peg.2998	2338	1658	1866	6857	2862	2321
fig|536231.75.peg.2999	11	0	9	6	1	0
fig|536231.75.peg.3000	76	40	85	153	91	52
fig|536231.75.peg.3001	281	139	168	423	115	143
fig|536231.75.peg.3002	743	450	549	986	331	174
fig|536231.75.peg.3003	476	399	445	792	297	211
fig|536231.75.peg.3004	621	419	413	834	100	140
fig|536231.75.peg.3005	271	195	148	688	230	141
fig|536231.75.peg.3006	312	275	328	826	172	402
fig|536231.75.peg.3007	481	393	488	628	131	305
fig|536231.75.peg.3008	0	0	0	0	0	0
fig|536231.75.peg.3009	22	19	17	13	86	0
fig|536231.75.peg.3010	258	184	140	676	165	79
fig|536231.75.peg.3011	6	1	8	15	6	1
fig|536231.75.peg.3012	35	28	46	41	0	0
fig|536231.75.peg.3013	25	6	8	93	57	40
fig|536231.75.peg.3014	1	2	0	11	15	0
fig|536231.75.peg.3015	15	9	9	5	42	0
fig|536231.75.peg.3017	2	12	9	8	6	0
fig|536231.75.peg.3018	190	102	134	426	206	109
fig|536231.75.peg.3019	31	8	29	132	103	25
fig|536231.75.peg.3020	5	12	6	24	75	0
fig|536231.75.peg.3021	1	1	3	0	0	0
fig|536231.75.peg.3022	113	106	111	512.883	148	86
fig|536231.75.peg.3023	74	51	63	83.117	6	42
fig|536231.75.peg.3024	937	796	909	919	590	544
fig|536231.75.peg.3025	1690	1204	1577	1129	810	788
fig|536231.75.peg.3026	738	595	638	822	384	389
fig|536231.75.peg.3027	2	0	1	0	0	0
fig|536231.75.peg.3028	505	348	489	311	269	134
fig|536231.75.peg.3029	1353	1164	1413	730	890	927
fig|536231.75.peg.3030	858	678	1021	1690	812	964
fig|536231.75.peg.3031	582	320	658	264	295	297
fig|536231.75.peg.3032	571	515	614	301	391	328
fig|536231.75.peg.3033	834	679	820	243	287	374
fig|536231.75.peg.3034	252	215	265	314	129	163
fig|536231.75.peg.3035	863	637	789	681	460	432
fig|536231.75.peg.3036	242	254	301	266	26	139
fig|536231.75.peg.3037	1071	843	810	459	252	332
fig|536231.75.peg.3038	1	2	9	4	35	0
fig|536231.75.peg.3039	1276	1055	1109	1004	703	425
fig|536231.75.peg.3040	335	280	190	724	385	318
fig|536231.75.peg.3041	17	6	17	253	43	28
fig|536231.75.peg.3042	316	338	256	14395.794	1034.313	2009.844
fig|536231.75.peg.3043	316	296	245	11525.206	775.687	1236.156
fig|536231.75.peg.3044	4828	3935	5668	12785	5582	6499
fig|536231.75.peg.3045	22870	15854	24931	44872	21266	20969
fig|536231.75.peg.3046	2962	2153	3140	18434	3803	2897
fig|536231.75.peg.3047	3836	2608	3341	11286	3268	4807
fig|536231.75.peg.3048	100	101	117	170	97	50
fig|536231.75.peg.3049	545	432	534	611	362	364
fig|536231.75.peg.3050	24	26	17	29	14	16
fig|536231.75.peg.3051	1766	1581	1508	3300	1562	1393
fig|536231.75.peg.3052	2929	2236	2490	1415	816	798
fig|536231.75.peg.3053	330	164	330	415	169	173
fig|536231.75.peg.3054	4	8	5	35	31	9
fig|536231.75.peg.3055	468	307	398	1346	594	797
fig|536231.75.peg.3056	1226	901	1165	2071	1232	968
fig|536231.75.peg.3057	264	143	92	1247	117	119
fig|536231.75.peg.3058	382	243	341	221	265	282
fig|536231.75.peg.3059	419	336	402	365	289	316
fig|536231.75.peg.3060	1218	1083	1065	4201	1189	1104
fig|536231.75.peg.3061	690	474	672	408	474	334
fig|536231.75.peg.3062	1592	1454	1742	1818	1555	1504
fig|536231.75.peg.3063	2063	1662	1570	2137	1098	893
fig|536231.75.peg.3064	1106	949	1045	462	597	802
fig|536231.75.peg.3065	29	42	36	60	68	27
fig|536231.75.peg.3066	9	10	1	64	9	9
fig|536231.75.peg.3067	0	0	0	0	0	0
fig|536231.75.peg.3068	5	1	1	218	11	4
fig|536231.75.peg.3069	425	319	423	6013	761	1056
fig|536231.75.peg.3070	334	261	398	2911.241	407	668
fig|536231.75.peg.3071	8279	5647	4058	12518.759	3434	2283
fig|536231.75.peg.3072	921	660	701	842	542	251
fig|536231.75.peg.3073	1365	1025	1127	965	633	498
fig|536231.75.peg.3074	0	0	1	0	20	0
fig|536231.75.peg.3075	1358	1116	829	1337	1182	1099
fig|536231.75.peg.3076	554	538	447	1936	674	1117
fig|536231.75.peg.3077	1283	1085	1078	3142	1227	1369
fig|536231.75.peg.3078	300	239	244	484	149	235
fig|536231.75.peg.3079	1703	1456	1228	1414	645	1085
fig|536231.75.peg.3080	607	422	436	762	243	150
fig|536231.75.peg.3081	185	109	78	116	12	0
fig|536231.75.peg.3082	837	695	629	1700	552	459
fig|536231.75.peg.3083	20	18	15	69	19	21
fig|536231.75.peg.3084	11929	9775	10257	28458.316	6635	5633
fig|536231.75.peg.3085	3491	2260	3334	4996	1453	1472
fig|536231.75.peg.3086	13567	10674	14385	27251	9711	10525
fig|536231.75.peg.3087	402	359	347	633	360	306
fig|536231.75.peg.3088	1299	844	826	2192.922	513	508
fig|536231.75.peg.3090	53.989	26.049	87.836	152.24	45.868	15
fig|536231.75.peg.3091	1442.011	1224.951	1624.164	1516.76	782.132	787
fig|536231.75.peg.3092	21	17	16	225	45	19
fig|536231.75.peg.3093	14	11	9	338	75	61
fig|536231.75.peg.3094	0	0	0	0	0	0
fig|536231.75.peg.3095	0	0	0	2	0	0
fig|536231.75.peg.3096	4	0	4	32	26	34
fig|536231.75.peg.3097	44	30	51	1091	236	220
fig|536231.75.peg.3098	30	16	15	593	99	108
fig|536231.75.peg.3099	0	0	0	0	0	0
fig|536231.75.peg.3100	62	58	38.091	176.253	25	98
fig|536231.75.peg.3101	33	20	22.909	53.747	14	38
fig|536231.75.peg.3102	61	39	63	28	40	70
fig|536231.75.peg.3103	40.634	29	14	56	15	0
fig|536231.75.peg.3104	14.366	16	5.029	1	26	0
fig|536231.75.peg.3105	94	33	61.906	27	0	11
fig|536231.75.peg.3106	126	111	141.065	141	33	81
fig|536231.75.peg.3107	860	791	986	651	510	636
fig|536231.75.peg.3108	439	317	518	480	348	154
fig|536231.75.peg.3109	398	260	485	205	193	112
fig|536231.75.peg.3110	636	403	615	804	649	408
fig|536231.75.peg.3111	3	0	14	2	0	0
fig|536231.75.peg.3112	40	19	23	10	57	0
fig|536231.75.peg.3113	1029	783	935	1118	1011	671
fig|536231.75.peg.3114	1161.217	808	983.161	933	868	666
fig|536231.75.peg.3115	20.783	6	11.839	16	54	0
fig|536231.75.peg.3116	30	36	41	106	55	49
fig|536231.75.peg.3117	70	40	64	88	69	29
fig|536231.75.peg.3118	19	5	17	229	53	0
fig|536231.75.peg.3119	96	35.403	52.936	894.133	106	173
fig|536231.75.peg.3120	6066	5322	4235.977	7438.458	5033	4094
fig|536231.75.peg.3121	7386	5970	4887	8517	5023	4173
fig|536231.75.peg.3122	135.64	144.72	173.994	1559.472	288.769	294.511
fig|536231.75.peg.3123	57.36	58.28	51.006	423.827	91.231	110.489
fig|536231.75.peg.3124	0	1	0	33	20	0
fig|536231.75.peg.3125	23	25	43	1585.701	34	61
fig|536231.75.peg.3126	29	28	68	3272	153	328
fig|536231.75.peg.3127	36	26	34	87	29	0
fig|536231.75.peg.3128	182	150	204	248	89	247
fig|536231.75.peg.3129	155	110	164	184	181	88
fig|536231.75.peg.3130	151	82	92	168	60	101
fig|536231.75.peg.3131	0	1	1	1	15	0
fig|536231.75.peg.3132	459	355	417	650	259	241
fig|536231.75.peg.3133	1944	1503	1335	1244	1015	685
fig|536231.75.peg.3134	571	489	482	263	285	299
fig|536231.75.peg.3135	164	119	103	59	83	22
fig|536231.75.peg.3136	299	265	301	110	100	86
fig|536231.75.peg.3137	1002	864	843	457	623	416
fig|536231.75.peg.3138	187	113	117	275	198	182
fig|536231.75.peg.3139	16	15	15	58	22	14
fig|536231.75.peg.3140	33	30	19	43	76	6
fig|536231.75.peg.3141	12	8	21	44	37	42
fig|536231.75.peg.3142	30	36	27	118	46	4
fig|536231.75.peg.3143	165	121	126	110	205	185
fig|536231.75.peg.3144	146	140	137	359	144	54
fig|536231.75.peg.3145	131	119	132	223	110	71
fig|536231.75.peg.3146	0	0	0	3	0	0
fig|536231.75.peg.3147	1346	1051	1164	1522	1008	856
fig|536231.75.peg.3148	3320	2586	3240	3207	1920	1533
fig|536231.75.peg.3149	4	9	10	14	0	11
fig|536231.75.peg.3150	15	29	16	49	9	0
fig|536231.75.peg.3151	48	56	41	117	33	34
fig|536231.75.peg.3152	9	4	4	106	0	14
fig|536231.75.peg.3153	0	0	0	0	0	0
fig|536231.75.peg.3154	325	170	168	1350	267	253
fig|536231.75.peg.3155	745	582	681	1363	434	643
fig|536231.75.peg.3156	989	865	956	989	623	685
fig|536231.75.peg.3157	432	394	385	364	209	272
fig|536231.75.peg.3158	7234	5904	6010	9682	2273	2804
fig|536231.75.peg.3159	78	54	99	84	81	92
fig|536231.75.peg.3160	65	41	86	201	8	40
fig|536231.75.peg.3161	36.004	29.005	65.062	103.015	33	39
fig|536231.75.peg.3162	908.996	805.995	1178.938	1272.037	326.608	361
fig|536231.75.peg.3163	1907	1685	1998	2133.948	765.392	673
fig|536231.75.peg.3164	1272	1125	1535	790	490	695
fig|536231.75.peg.3165	3096	2516	3262	1560	1173	1008
