patricID	ri_t12_A	ri_t12_B	ri_t12_C	btri_t12_riA	btri_t12_riB	btri_t12_riC
fig|536231.75.peg.3383	24	27	7	0	0	4
fig|536231.75.peg.3384	13653	11346	10045	1554	1309	1368
fig|536231.75.peg.3385	10642	10586	8281	1298	872	859
fig|536231.75.peg.3386	1413	794	2089	113	107	96
fig|536231.75.peg.3387	86448.633	136730.337	99232.73	5462.429	3983.286	4205.263
fig|536231.75.peg.3388	41164.315	72453.022	38584.27	2688.471	1699.57	2014.737
fig|536231.75.peg.3389	54466.589	44873.344	45999.021	7198.1	5459.144	4920
fig|536231.75.peg.3390	25411.391	17839.753	17602	4428	2944	3351
fig|536231.75.peg.3391	39133.922	25080	27939	6690	4864	4283
fig|536231.75.peg.3392	625	358	332	51	45	37
fig|536231.75.peg.3393	2147	1478.001	1852	234	196	153
fig|536231.75.peg.3394	5345	4746	4266	683	556	619
fig|536231.75.peg.3395	1494	1364	1079	176	164	144
fig|536231.75.peg.3396	629	787	414	97	67	97
fig|536231.75.peg.3397	5909	5648	7217	532	432	399
fig|536231.75.peg.3398	1512	1475	1846	166	121	155
fig|536231.75.peg.3399	2927	2960	3761.054	339	247	270
fig|536231.75.peg.3400	4280	3966	6706.351	592	502	499
fig|536231.75.peg.3401	3476	3717	4167	192	139	135
fig|536231.75.peg.3402	8659	8808	9710	767	624	540
fig|536231.75.peg.3403	4779	3589	3029	600	450	479
fig|536231.75.peg.3404	3142	2695	2389	268	201	219
fig|536231.75.peg.3405	3242	2007	3295	137	124	125
fig|536231.75.peg.3406	1441	1146	1521	90	83	86
fig|536231.75.peg.3407	1696	1482	1554	181	86	110
fig|536231.75.peg.3408	1308	1122	1181	193	174	131
fig|536231.75.peg.3409	1033	891	1071	163	129	136
fig|536231.75.peg.3410	94574.349	86186.304	42954.946	5389	3514	3488
fig|536231.75.peg.3411	6148	6417.022	6869	491	305	479
fig|536231.75.peg.3412	3595	3615	3292	433	426	447
fig|536231.75.peg.3413	1513	1622	894	237	214	188
fig|536231.75.peg.3414	1738	2650	4313	69	17	34
fig|536231.75.peg.3415	0	0	0	0	0	0
fig|536231.75.peg.3416	1699	858	1109	420	339	216
fig|536231.75.peg.3417	6	11	0	0	0	0
fig|536231.75.peg.3418	418	211	308	33	27	24
fig|536231.75.peg.3419	5827	4313.012	3820	863	552	610
fig|536231.75.peg.3420	2612	2690	2266	403	336	367
fig|536231.75.peg.3421	404	418	215	127	72	82
fig|536231.75.peg.3422	4502.164	3297	4337	402	289	243
fig|536231.75.peg.3423	1319	1158.042	1197	68	40	50
fig|536231.75.peg.3424	4667	2742	2286	712	530	522
fig|536231.75.peg.3425	0	0	0	0	0	0
fig|536231.75.peg.3426	5662.576	4807	3459	527	472	498
fig|536231.75.peg.3427	4824.021	4291	2863	584	531	687
fig|536231.75.peg.3428	5123	4440	4205	440	421	353
fig|536231.75.peg.3429	6614	5378	6388	316	329	302
fig|536231.75.peg.3430	5877	4057	5793.197	362	330	340
fig|536231.75.peg.3431	1	3	7	0	0	0
fig|536231.75.peg.3432	6737	3963	7627.609	756	505	705
fig|536231.75.peg.3433	308	270	211	52	41	52
fig|536231.75.peg.3434	5	5	1	4	0	2
fig|536231.75.peg.3435	19124	20147.168	15466	2568.627	2178	2293
fig|536231.75.peg.3436	9873.409	8775	8575	1489	1197	1311
fig|536231.75.peg.3437	18582.741	21359	35122.43	2216	1714	1983
fig|536231.75.peg.3438	11783	11045.754	21225	1092	775	991
fig|536231.75.peg.3439	57	74	76	12	0	0
fig|536231.75.peg.3440	286686.403	286540.27	295258.03	13791.021	8910	9802
fig|536231.75.peg.3441	244	119	201	12	2	11
fig|536231.75.peg.3442	5642	4062	6152	547	402	337
fig|536231.75.peg.3443	32089.643	25208	21801	1831	1341	1704
fig|536231.75.peg.3444	344	343	488	86	64	48
fig|536231.75.peg.3445	365	276	302	50	50	60
fig|536231.75.peg.3446	2303	1896	2915	471	398	333
fig|536231.75.peg.3447	89.001	142	47	15	29	8
fig|536231.75.peg.3448	247	301	328	55	25	22
fig|536231.75.peg.3449	432	382	316	63	57	52
fig|536231.75.peg.3450	1307.001	1212	1166	162	81	158
fig|536231.75.peg.3451	3750	3266	3224	456	379	384
fig|536231.75.peg.3452	2936	2905.003	2310	660	527	398
fig|536231.75.peg.3453	11	11	5	0	0	6
fig|536231.75.peg.3454	1560.696	1711.893	659	102	39	80
fig|536231.75.peg.3455	26040.304	27626.107	32045	1595	1037	1268
fig|536231.75.peg.3456	5902	4527.075	7906	913	645	665
fig|536231.75.peg.3458	782	599	632	97	48	92
fig|536231.75.peg.3459	8096	4954	4930	785	509	652
fig|536231.75.peg.3460	5300	3333	4220	293	205	263
fig|536231.75.peg.3461	3043	2569.72	2054	366	255	285
fig|536231.75.peg.3462	48	62	65	9	6	0
fig|536231.75.peg.3463	1821.923	1799.15	1103	342	274	306
fig|536231.75.peg.3464	4859.204	5647.945	4421.198	499.076	319.117	328
fig|536231.75.peg.3465	956.796	998.879	656.802	149.924	157.883	130
fig|536231.75.peg.3466	1232	1615.755	1040	191	148	131
fig|536231.75.peg.3467	28	46	12	2	0	1
fig|536231.75.peg.3468	7502	9729	2746	616	358	322
fig|536231.75.peg.3469	0	1	0	0	0	0
fig|536231.75.peg.3470	5242.085	4358	3932	1094	898	995
fig|536231.75.peg.3471	571	616	584	73	44	46
fig|536231.75.peg.3472	173	136	148	12	8	16
fig|536231.75.peg.3473	1879	1982	2061	92	55	49
fig|536231.75.peg.3474	420	358	691	51	45	33
fig|536231.75.peg.3475	666.129	463.696	665.722	83	67.298	66.608
fig|536231.75.peg.3476	433.871	311.304	360.278	34	40.702	19.392
fig|536231.75.peg.3477	13367	10525.453	13221	4065.069	3102	2271
fig|536231.75.peg.3478	19008	11709.892	17065	3212	2349	1896
fig|536231.75.peg.3479	774	715	456	101	52	64
fig|536231.75.peg.3480	6021	5261	3802	1053	955	947
fig|536231.75.peg.3481	4898.853	4184	2729	647.586	508	517
fig|536231.75.peg.3482	287.147	324	137	32.414	25	22
fig|536231.75.peg.3483	9	32	32	3	1	0
fig|536231.75.peg.3484	1309	1643	1560	102	67	59
fig|536231.75.peg.3485	0	1	0	0	0	0
fig|536231.75.peg.3486	160	280	317	21	26	25
fig|536231.75.peg.3487	263	209	476	50	34	31
fig|536231.75.peg.3488	144	265	278	3	0	2
fig|536231.75.peg.3489	0	3	0	0	0	0
fig|536231.75.peg.3490	1125	765	765	108	95	95
fig|536231.75.peg.3491	1753	1832	1705	198	161	139
fig|536231.75.peg.3492	160	170	125	14	6	16
fig|536231.75.peg.3493	168	112	90	25	16	13
fig|536231.75.peg.3494	1215	611	939	161	118	89
fig|536231.75.peg.3495	400	129	242	25	33	33
fig|536231.75.peg.3496	2409	2038	2236	559	344	361
fig|536231.75.peg.3497	672	427	455	68	31	48
fig|536231.75.peg.3498	143247.43	53205.713	66219	13872.766	10582	10760
fig|536231.75.peg.3499	0	0	0	0	0	0
fig|536231.75.peg.3500	700	886	974	82	57	53
fig|536231.75.peg.3501	2714	2112	1460	284	209	268
fig|536231.75.peg.3502	1148	766	631	72	67	81
fig|536231.75.peg.3503	968	620	631	38	29	40
fig|536231.75.peg.3504	7994.216	5314.077	3561	498	384	490
fig|536231.75.peg.3505	2266	2116	691	308.002	203	209
fig|536231.75.peg.3506	0	1	0	2	0	0
fig|536231.75.peg.3507	958	701	847	184	213	122
fig|536231.75.peg.3508	3443	2099.014	3317	396	305	290
fig|536231.75.peg.3509	362	255	346	34	41	20
fig|536231.75.peg.3510	13167.042	9505	7084.082	1553	1097	1491.742
fig|536231.75.peg.3511	852	990	520	94	38	63.709
fig|536231.75.peg.3512	8515	8508	4555	898	561	811.549
fig|536231.75.peg.3513	2466	1887	1316	394	300	485
fig|536231.75.peg.3514	6484	11975	4809	698	464	477
fig|536231.75.peg.3515	0	6	6	0	0	0
fig|536231.75.peg.3516	3568	2127	4586	252	201	220
fig|536231.75.peg.3517	5727	4985	4735	1440	1322	1184
fig|536231.75.peg.3518	6001	5550.982	7057	1214	982	995
fig|536231.75.peg.3519	88	142	3	2	2	7
fig|536231.75.peg.3520	6634	4862.007	4573	721	694	672
fig|536231.75.peg.3521	360897.115	351490.53	100134.229	16839	10439	10230
fig|536231.75.peg.3522	1	2	7	0	0	0
fig|536231.75.peg.3523	2423	1757	7813	248	179	111
fig|536231.75.peg.3524	10115	7764	16983	1192	657	664
fig|536231.75.peg.3525	1763	2169	2138.073	339	263	199
fig|536231.75.peg.3526	536.155	411.381	457	21	9.877	20
fig|536231.75.peg.3527	2515.845	1733.619	1822	175	113.123	136
fig|536231.75.peg.3528	79	63	39	12	5	2
fig|536231.75.peg.3529	2233	989.32	1030	445	324	383
fig|536231.75.peg.3530	464	233	243	51	52	39
fig|536231.75.peg.3531	9294	6465	13820	1470	1297	1152
fig|536231.75.peg.3532	2108	1404.122	1181	158	147	187
fig|536231.75.peg.3533	26138	20357.687	17025	1762	1719	2228
fig|536231.75.peg.3534	71018	49905.488	44524.211	3283	1864	3556
fig|536231.75.peg.3535	308860.979	195071.358	232614.03	14754	11302	16795
fig|536231.75.peg.3536	495	324	378	34	52	54
fig|536231.75.peg.3537	755	603	577	82	77	105
fig|536231.75.peg.3538	27	13	12	0	2	0
fig|536231.75.peg.3539	2349	1673	1406	215	137	242
fig|536231.75.peg.3540	2417	2039	1825.263	374	389	383
fig|536231.75.peg.3541	39503.427	28623.144	38813	3406	2707	3023
fig|536231.75.peg.3542	517	308	434	38	36	39
fig|536231.75.peg.3543	1336	1001	822	134	125	136
fig|536231.75.peg.3544	58	31.221	31	6	3	11
fig|536231.75.peg.3545	61	52.779	25	7	2	4
fig|536231.75.peg.3546	16	28	7	3	3	13
fig|536231.75.peg.3547	44	54	27	21	5	17
fig|536231.75.peg.3548	5408.809	5550.222	4112.396	958.287	531.65	788.79
fig|536231.75.peg.3549	6271.191	6156.49	6332.604	518.713	289.35	356.21
fig|536231.75.peg.3550	12	3	10	0	3	0
fig|536231.75.peg.3551	40	31	26	0	0	2
fig|536231.75.peg.3552	647	557	379	51	71	59
fig|536231.75.peg.3553	418	210	245	18	17	27
fig|536231.75.peg.3554	2500	2422	1462	422	305	500
fig|536231.75.peg.3555	480.258	495.817	453.234	170	130	151.625
fig|536231.75.peg.3556	5290.742	4613.183	5319.766	820	564	772.375
fig|536231.75.peg.3557	5149	4858	4607	880.021	894	992
fig|536231.75.peg.3558	169	244	160	24.979	19	13
fig|536231.75.peg.3559	9887	10491.329	9994	2626	2570	2453
fig|536231.75.peg.3560	4923	4662.001	2902	866	666	949
fig|536231.75.peg.3561	14691.546	15138.642	10824.805	3141.743	2609.476	3104.702
fig|536231.75.peg.3562	1795.454	1828.376	756.195	403.257	278.524	482.298
fig|536231.75.peg.3563	7214	7434	6428	1629	1247	1618
fig|536231.75.peg.3564	21184	17114.117	29863	4847	3838	4065
fig|536231.75.peg.3565	271	357	723	48	44	50
fig|536231.75.peg.3566	888	448	1023	51	45	49
fig|536231.75.peg.3567	172	147	115	27	10	8
fig|536231.75.peg.3568	1778	1450	1287	237	177	192
fig|536231.75.peg.3569	9264	4045.364	6235	671	526	545
fig|536231.75.peg.3570	26901.279	11279.127	15579	2634.034	1863	2266
fig|536231.75.peg.3571	19949.121	10985	14174	1098	774	820
fig|536231.75.peg.3572	1656	1795	1179	162	117	106
fig|536231.75.peg.3573	9968.796	10375.712	6893	2068	1419	1101
fig|536231.75.peg.3574	54.204	42.106	16	8	2	9
fig|536231.75.peg.3575	9541	5955.334	7858	687	527	536
fig|536231.75.peg.3576	6096.04	5005	5498	1198	1234	990
fig|536231.75.peg.3577	1558	816	1507	419	326	274
fig|536231.75.peg.3578	10465	8230	6857	952	681	836
fig|536231.75.peg.3579	491	303	300	83	85	84
fig|536231.75.peg.3580	45365	36060.134	64686.341	6016	4020	3674.785
fig|536231.75.peg.3581	6397	6460	6268	1051	799	581
fig|536231.75.peg.3582	3495	1675	2664	259	161	197
fig|536231.75.peg.3583	25231	45557.642	7306	1316	1278	1612
fig|536231.75.peg.3584	12513.565	21386.698	3153	531	401	624
fig|536231.75.peg.3585	2029.29	4671.077	380.062	87.999	80	146.209
fig|536231.75.peg.3586	16289.271	34603.226	4999.365	950.001	678	905.791
fig|536231.75.peg.3587	11614	20696	3172	339	285	364
fig|536231.75.peg.3588	10393.009	17363.114	5206.101	260	206	309
fig|536231.75.peg.3589	8527	15144	4124	198	146	165
fig|536231.75.peg.3590	21241	30663.576	5524	565	534	576
fig|536231.75.peg.3591	16457	14012.004	22492.169	2428	2114	1988
fig|536231.75.peg.3592	2492	1983	2065	264	185	206
fig|536231.75.peg.3593	283	459	296	75	60	77
fig|536231.75.peg.3594	77	79	30	15	11	6
fig|536231.75.peg.3595	0	0	2	0	0	0
fig|536231.75.peg.3596	5450	3083	2601	624	446	376
fig|536231.75.peg.3597	1053	996.181	419	181	86	137
fig|536231.75.peg.3598	5251.578	4823.286	3734.958	721.497	769.583	676.107
fig|536231.75.peg.3599	2624.739	4085.724	2301.642	250.612	168.461	192.272
fig|536231.75.peg.3600	1650.017	1814.152	1501.912	393.862	318.547	362.988
fig|536231.75.peg.3601	23264.492	79448.81	39604.586	847.83	548.41	507.633
fig|536231.75.peg.3602	1379.281	776.66	866.441	126.858	79.152	126.052
fig|536231.75.peg.3603	27144.909	15627.439	17602.789	3384.342	3106.848	3036.948
fig|536231.75.peg.3604	3067	3484	5118	539	492	409
fig|536231.75.peg.3605	102	119	82	10	14	28
fig|536231.75.peg.3606	3608	3342	3278.239	1169	742	790
fig|536231.75.peg.3607	6198	4872	5458	1140	842	957
fig|536231.75.peg.3608	32973.515	31641.733	28396	4004	2644	3006
fig|536231.75.peg.3609	2818.863	2277	1567	656.243	519.075	722.671
fig|536231.75.peg.3610	549.137	506	344	97.757	65.925	89.329
fig|536231.75.peg.3611	18	45	27	2	0	0
fig|536231.75.peg.3612	28	16	13	0	0	0
fig|536231.75.peg.3613	60806.437	39566.522	33644	8506	7988	8371
fig|536231.75.peg.3614	85916.999	71847	57941.219	9843	8970	8669
fig|536231.75.peg.3615	8322.265	5676.832	11082	1116	763	692
fig|536231.75.peg.3616	6862.433	4455	3667	514	288	354
fig|536231.75.peg.3617	315	330	367	118	107.405	95
fig|536231.75.peg.3618	48	77	123	16	4.595	1
fig|536231.75.peg.3619	12495.356	14374.238	12591	3722	2975	2459
fig|536231.75.peg.3620	886	1014	641	194	188	168
fig|536231.75.peg.3621	47	92	28	14	10	18
fig|536231.75.peg.3622	540	688	455	60	54	55
fig|536231.75.peg.3623	2754	2914	2612	441	333	382
fig|536231.75.peg.3624	680	499	432	142	139	68
fig|536231.75.peg.3625	245	311	212	80	55	79
fig|536231.75.peg.3626	21242.709	13648	8793	1611	961.853	1291
fig|536231.75.peg.3627	97767.864	51031.041	38937	5329	3284.147	4314
fig|536231.75.peg.3628	158847.573	116757.783	51359.09	11261	7214	7466
fig|536231.75.peg.3629	8239	5034.189	5937	1009	736	802
fig|536231.75.peg.3630	0	0	0	0	0	0
fig|536231.75.peg.3631	3916.607	2562	2664	464	302	349
fig|536231.75.peg.3632	2825	2086	2272	213	147	209
fig|536231.75.peg.3633	12723	11542	14098	970	799	876
fig|536231.75.peg.3634	15758	39018.527	19058	709	583	522
fig|536231.75.peg.3635	1681	2096	3451	115	75	103
fig|536231.75.peg.3636	7536	9478	8470	1063.373	818	853
fig|536231.75.peg.3637	248.863	189	156.247	60	28	39
fig|536231.75.peg.3638	6937.66	4629.619	3943.002	780.209	607	609.26
fig|536231.75.peg.3639	311.76	214.381	133.751	16.791	9	10.74
fig|536231.75.peg.3640	186	121	125	37	37	20
fig|536231.75.peg.3641	95	61	32	22	15	19
fig|536231.75.peg.3642	67	33	55	8	1	8
fig|536231.75.peg.3643	12944.462	9326.256	6446.051	1195	836	1109
fig|536231.75.peg.3644	5444	3995	2915	463	282	414
fig|536231.75.peg.3645	36628	25517.001	20616	3318	2624	3737
fig|536231.75.peg.3646	13410	7007	7472	830	616	921
fig|536231.75.peg.3647	0	0	0	0	0	0
fig|536231.75.peg.3648	24	50	21	1	2	5
fig|536231.75.peg.3649	1809	1857	1029	197	133	149
fig|536231.75.peg.3650	3655	2314.051	2433	564	560	473
fig|536231.75.peg.3651	216	205.999	171	36	36	25
fig|536231.75.peg.3652	20	13	23	0	0	0
fig|536231.75.peg.3653	1719	1351	1322	116	143	80
fig|536231.75.peg.3654	943	631	588	154	119	93
fig|536231.75.peg.3655	6401	3806	6099	427	382	355
fig|536231.75.peg.3656	34576	20946.061	40898	2154	1557	1891
fig|536231.75.peg.3657	5365	3174	4684	519	584	613
fig|536231.75.peg.3658	3763	2631	2710	285	209	263
fig|536231.75.peg.3659	9095	5769.265	4703	616	355	545
fig|536231.75.peg.3660	10620	10554.012	11680	1156	809	835
fig|536231.75.peg.3661	1453	1122	971	95	31	59
fig|536231.75.peg.3662	1187	826	942	92	82	93
fig|536231.75.peg.3663	8768	4614	3877	403	307	328
fig|536231.75.peg.3664	17218.538	7780	5779.153	643	407	645
fig|536231.75.peg.3665	2678.534	2272.572	1122.13	128.566	61.385	121.223
fig|536231.75.peg.3666	1777	1292.96	654	65	33	49
fig|536231.75.peg.3667	1134.303	1306.859	782.914	47.434	31.615	54.777
fig|536231.75.peg.3668	1119.162	1701.609	787.955	73	43	37
fig|536231.75.peg.3669	92	33	26	3	0	6
fig|536231.75.peg.3670	787	552	439	19	4	24
fig|536231.75.peg.3671	804	780	633	72	24	37
fig|536231.75.peg.3672	745	417	427	50	36	64
fig|536231.75.peg.3673	105	61	47	3	5	9
fig|536231.75.peg.3674	9	3	17	0	0	3
fig|536231.75.peg.3675	2812	1485.471	1378	184	97	174
fig|536231.75.peg.3676	1620	1076	857	123	102	148
fig|536231.75.peg.3677	360	279	240	20	13	33
fig|536231.75.peg.3678	426	319	221	18	13	21
fig|536231.75.peg.3679	1530	789	441	66	68	60
fig|536231.75.peg.3680	2731	2148	1358	116	71	123
fig|536231.75.peg.3681	178	163	52	8	1	23
fig|536231.75.peg.3682	847	1117	264	62	74	109
fig|536231.75.peg.3683	3490	2264	4302	451	363	399
fig|536231.75.peg.3684	6104.103	3500	4105	773	669	714
fig|536231.75.peg.3685	12929.658	9869	6318	858	662	904
fig|536231.75.peg.3686	1959.176	1773.719	766	193.493	151.465	210.583
fig|536231.75.peg.3687	2905.166	2472.908	1179	279.507	229.535	278.417
fig|536231.75.peg.3688	1559.525	1450.374	733.905	168	79	116.717
fig|536231.75.peg.3689	5971.475	8050	6725.095	104	82	84.283
fig|536231.75.peg.3690	11	18	61	0	0	0
fig|536231.75.peg.3691	82.139	102	59	4	2	0
fig|536231.75.peg.3694	0	0	0	0	0	0
fig|536231.75.peg.3695	1992	1927	962	121	115	127
fig|536231.75.peg.3696	3494.335	1267.441	1332.727	373.966	172	192
fig|536231.75.peg.3697	2791.665	1746.559	1443.273	119.034	73	98
fig|536231.75.peg.3698	0	0	0	0	0	0
fig|536231.75.peg.3699	206	196	101	12	0	1
fig|536231.75.peg.3700	14492	8715.023	5184	752	624	773
fig|536231.75.peg.3701	12542	6031	3205	390	333	419
fig|536231.75.peg.3702	19154	9045	4990	423	418	548
fig|536231.75.peg.3704	4792	2998	1625	215	200	265
fig|536231.75.peg.3705	881	619	253	31	38	31
fig|536231.75.peg.3706	12	2	0	2	0	0
fig|536231.75.peg.3707	3	0	0	2	1	0
fig|536231.75.peg.3708	0	1	4	0	0	0
fig|536231.75.peg.3709	15	6	0	0	0	1
fig|536231.75.peg.3710	0	1	2	0	0	0
fig|536231.75.peg.3711	25	15	16	1	0	1
fig|536231.75.peg.3712	3273	4471	3057	72	80	100
fig|536231.75.peg.3713	2452.142	5450.447	2976.561	71.75	71	65.497
fig|536231.75.peg.3714	4320.858	3848.197	3228.448	631.25	544	680.503
fig|536231.75.peg.3715	2444	2244	1866	398	341	317
fig|536231.75.peg.3716	11	31	24	0	0	0
fig|536231.75.peg.3717	5124	4643.002	4998	633	541	528
fig|536231.75.peg.3718	10790.149	6238.025	7152	1074	884	1056
fig|536231.75.peg.3719	1788	1092	1280	168	100	116
fig|536231.75.peg.3720	3847	2523	3884	220	168	211
fig|536231.75.peg.3721	728	452	956	34	15	38
fig|536231.75.peg.3722	772.436	677.844	370.686	34	16.135	24
fig|536231.75.peg.3723	876	660	528	37	27	49
fig|536231.75.peg.3724	320	240	224	4	11	26
fig|536231.75.peg.3726	1430.613	1039.676	500.768	79.246	66.652	83.418
fig|536231.75.peg.3727	0	7	2	0	0	0
fig|536231.75.peg.3728	478	346	336	28	16	36
fig|536231.75.peg.3729	1490.564	1001.156	973.314	98	100.865	94
fig|536231.75.peg.3730	14	12	12	0	0	0
fig|536231.75.peg.3731	66	43	23	1	1	13
fig|536231.75.peg.3732	83	51	58	5	2	13
fig|536231.75.peg.3733	241.062	238	207	18	13	21
fig|536231.75.peg.3734	761.95	1128.162	691.962	41.959	26.696	8.855
fig|536231.75.peg.3735	79	104	89	14	13	6
fig|536231.75.peg.3736	0	0	0	0	0	0
fig|536231.75.peg.3737	39075.6	76152.944	72904.648	3008	2780	3138
fig|536231.75.peg.3738	3751	5822	2836	192	133	150
fig|536231.75.peg.3739	63815.073	60366.676	58352.138	4233	3133	4658
fig|536231.75.peg.3740	15068.514	17321.826	18179.863	1095	518	1057
fig|536231.75.peg.3741	21132.654	21034.381	16196.036	1969.167	1434.17	2151.049
fig|536231.75.peg.3742	18210.257	14250.059	11784.964	1731.314	1217.83	2096.951
fig|536231.75.peg.3743	1775.402	2636.575	3095.405	185.746	76	189.429
fig|536231.75.peg.3744	2902.871	2882.453	2685.775	185.382	72.562	248.213
fig|536231.75.peg.3745	11339.607	11561.972	7278.82	1666.871	1028.438	2067.358
fig|536231.75.peg.3746	10555.506	10290	8609	1008	826	1231
fig|536231.75.peg.3747	143434.844	175129.435	121390.98	11772.569	7344.36	13288.72
fig|536231.75.peg.3748	44970.15	44021.69	35178.19	5117.431	4677.64	7210.28
fig|536231.75.peg.3749	2751.381	3538.489	2127.427	372.582	277.854	527.383
fig|536231.75.peg.3750	42053.998	43665.721	30353.591	3571.43	3411.853	5008.473
fig|536231.75.peg.3751	32591.74	38173.11	35114.437	1706.886	1172.714	2225.134
fig|536231.75.peg.3752	25637.581	30132.252	23079.763	1870.286	1166.579	2637.19
fig|536231.75.peg.3753	1683.903	1571.691	1018.803	144.579	65.448	274.99
fig|536231.75.peg.3754	35277.109	35032.744	19627.464	1918.119	1051.976	2472.367
fig|536231.75.peg.3755	5915.38	6475.407	3042.458	522.49	299.794	783.098
fig|536231.75.peg.3756	38769.815	39296.985	25192.316	3328.443	2443.783	5024.365
fig|536231.75.peg.3757	8519.928	10428.426	5246.746	1067.737	844.237	1570.87
fig|536231.75.peg.3758	24304.143	28699.714	17639.998	4000.448	3711.763	6556.372
fig|536231.75.peg.3759	12867.296	17320.64	14618.055	1055.022	579.796	1328.197
fig|536231.75.peg.3760	10688.357	11774.897	10406.572	772.99	510.633	1058.797
fig|536231.75.peg.3761	26791.952	30374.835	13092.698	2870.741	2231.289	4251.593
fig|536231.75.peg.3762	38663.275	38289.368	18877.085	3877.565	2679.874	5490.673
fig|536231.75.peg.3763	21301.71	22236.275	10297.556	2525.099	1340.707	2893.239
fig|536231.75.peg.3764	12995.852	16317.803	7811.359	1501.71	897.701	1820.873
fig|536231.75.peg.3765	88968.418	81936.932	58673.485	10746.819	7884.36	12135.832
fig|536231.75.peg.3766	17278.165	26124.726	12586.549	1824.684	2109.881	2456.435
fig|536231.75.peg.3767	30762.533	31044.924	22915.11	3541.37	1950.759	4157.119
fig|536231.75.peg.3768	43636.3	45283.495	32475	5053	3494	5958
fig|536231.75.peg.3769	20001.122	16952.006	11616	1118	671	1033
fig|536231.75.peg.3770	0	0	0	0	0	0
fig|536231.75.peg.3771	5752.591	4081	4382	618	430	463
fig|536231.75.peg.3772	5102	3432.018	4601	532	401	499
fig|536231.75.peg.3773	3045	2195	2361	657	488	449
fig|536231.75.peg.3774	3877	3323	2246	651	456	450
fig|536231.75.peg.3775	1010	1151	721	138	92	64
fig|536231.75.peg.3776	97	166	104	29	13	21
fig|536231.75.peg.3777	9	35	21	0	8	0
fig|536231.75.peg.3778	145	142	133	17	35	10
fig|536231.75.peg.3779	0	0	0	0	0	0
fig|536231.75.peg.3780	2204	1960	2330	132	127	144
fig|536231.75.peg.3781	11341	9194	8272	1492	1535	1535
fig|536231.75.peg.3782	46348.625	49941.219	35097	3478	3071	3812
fig|536231.75.peg.3783	64	69	30	1	0	3
fig|536231.75.peg.3784	1381	1019	782	165	101	123
fig|536231.75.peg.3785	9018.002	6650	4377	1133	872	1101
fig|536231.75.peg.3786	2415	2421	1368	472	466	316
fig|536231.75.peg.3787	745.245	342	505	59	30	70
fig|536231.75.peg.3788	78.755	87	78	6	5	2
fig|536231.75.peg.3789	4706	5491	4975	348	219	300
fig|536231.75.peg.3790	3877	3464	4110	227	228	228
fig|536231.75.peg.3791	5389	5369	6022	532	388	435
fig|536231.75.peg.3792	0	5	0	0	0	0
fig|536231.75.peg.3793	7062.641	11181.169	7631.027	653	519	426
fig|536231.75.peg.3794	851	669.169	621	108	62	58
fig|536231.75.peg.3795	0	3	0	0	0	4
fig|536231.75.peg.3796	2	0	0	0	0	1
fig|536231.75.peg.3797	0	0	0	0	0	0
fig|536231.75.peg.3798	29	23	28	2.378	0	0
fig|536231.75.peg.3799	92	41	63	13	3	10
fig|536231.75.peg.3800	3988	1965	4237	172	93	139
fig|536231.75.peg.3801	952	479	797	35	34	37
fig|536231.75.peg.3802	1302	583.003	749	60	39	66
fig|536231.75.peg.3803	1412	1053	1478	56	22	40
fig|536231.75.peg.3804	0	0	0	0	0	0
fig|536231.75.peg.3805	247	142	162	6	4	7
fig|536231.75.peg.3806	6938	3718	3632	527	299	477
fig|536231.75.peg.3807	2021.893	1228.876	1250.17	77.589	46.993	65.958
fig|536231.75.peg.3808	503.109	413.082	364.902	42.411	22.007	36.042
fig|536231.75.peg.3809	2	2	1	1	0	0
fig|536231.75.peg.3810	2878.024	3955	3767.534	109	59	62
fig|536231.75.peg.3811	0	6	0	0	0	0
fig|536231.75.peg.3812	69	53	48	13	9	12
fig|536231.75.peg.3813	0	0	0	0	0	0
fig|536231.75.peg.3814	2	0	0	0	0	0
fig|536231.75.peg.3815	62	16	13	1	0	2
fig|536231.75.peg.3816	90	54	33	11	5	9
fig|536231.75.peg.3817	1	1	8	0	0	0
fig|536231.75.peg.3818	659	284	374	33	16	26
fig|536231.75.peg.3819	299692.236	312918.764	233098.914	35223	24399	25502
fig|536231.75.peg.3820	228730.72	224656.769	171385.845	26903.368	23236.128	31031.505
fig|536231.75.peg.3821	31140.559	34079.106	20411.243	3458.315	1982	3562.712
fig|536231.75.peg.3822	65362.26	53298.87	41340.71	10472.317	7762	11517.783
fig|536231.75.peg.3823	0	0	0	0	0	0
fig|536231.75.peg.3824	114945.56	100743.657	74105.878	11356	9534.872	12791
fig|536231.75.peg.3825	78893.543	59255.342	50268	8200	6178	9072
fig|536231.75.peg.3826	4115.709	10716.269	9052	411.191	304	287
fig|536231.75.peg.3827	44314.857	45934.322	29073	4450.809	2499	3899
fig|536231.75.peg.3828	45543.022	41415.73	36596	5798.003	4236.477	5884.817
fig|536231.75.peg.3829	21228.618	18539.265	12464.233	2397.001	1005.272	1877.761
fig|536231.75.peg.3830	34843.902	31490.51	32490.098	2761.413	3331.786	2878.152
fig|536231.75.peg.3831	8447.072	8996.755	6268.849	1642.546	1428.859	1636.984
fig|536231.75.peg.3832	3396.885	2813.514	2089.819	275.038	199.606	285.285
fig|536231.75.peg.3833	14521.095	6906	7600	837	629	852
