geneID	bt_t12_A	bt_t12_B	bt_t12_C	btri_t12_btA	btri_t12_btB	btri_t12_btC
BT_2879	25	13	26	47.137	42.437	37
BT_2880	25	5	13	29.594	25.563	47
BT_2881	21	11	35	61	71	63
BT_2882	13	9	4	17	24	24
BT_2883	4	0	3	31	19.814	15.112
BT_2884	7	8	6	15	9.186	16.888
BT_2885	14	18	14	13	43	29.978
BT_2886	27	13	30	24	39	25.022
BT_2887	26	21	12	18	21	49
BT_2888	24	24	10	18	15	19
BT_2889	4	4	7	1	0	0
BT_2890	77	93	80	152	119	135
BT_2891	0	0	0	0	0	0
BT_2892	533	381	609	2595.018	3467	2601
BT_2893	85	86	78	157	168	198
BT_2894	83	97	97	157	167	158
BT_2895	32	15	46	74	90	69
BT_2896	43	27	33	90	80	77
BT_2897	315	229	206	360	327	425
BT_2898	183	125	146	294	363.854	287.885
BT_2899	388	396	367	424	482.226	582.115
BT_2900	6	0	0	6	12	8
BT_2901	35	2	13	75.493	69	80
BT_2902	14	16	43	73.507	85	102.996
BT_2903	15	34	34	165	188	171.004
BT_2904	51	41	40	83	57	61.473
BT_2905	62	37	50	148.551	127	148.977
BT_2906	53	48	59	65.449	68	95.602
BT_2907	105	58	70	170	133.002	129.949
BT_2908	50	53	79	149	162	162.373
BT_2909	51	26	38	112.312	100.038	73.762
BT_2910	113	116	98	249.688	307	316.864
BT_2911	1071	706	890	4070	4154	2701.034
BT_2912	366	421	367	879.71	990	1087.552
BT_2913	130	111	122	325.986	375.737	447.448
BT_2914	96	102.856	96	198.304	181.263	209.452
BT_2915	92	74.144	43	72	81	67.548
BT_2916	60	61	43	66	64	77
BT_2917	17	22	7	29.28	28	44.673
BT_2918	53	81	91	163.72	143	138.327
BT_2919	22	19	8	47.351	40	33
BT_2920	39	59	62	107.641	131	85
BT_2921	121	134	113	236.023	187.699	151.18
BT_2922	423	228	536	953.985	1149.301	999.82
BT_2923	3424.957	3037.111	3165.027	4526.188	5144.142	5299.409
BT_2924	44928.043	30038.496	39937.973	66935.284	54618.291	57840.753
BT_2925	670	521	240	644	460	382
BT_2926	747.526	696.504	556	1190.148	1290.781	1095.975
BT_2927	2885.474	2666.496	1966	3484.978	4669.219	4032.025
BT_2928	159	81	124	269	255	197
BT_2929	164	137	234	347	466	363
BT_2930	143	123	157	220	172	217
BT_2931	0	0	3	3	0	0
BT_2932	1816	1508	1333	2224.491	2343.388	2904.218
BT_2933	15944	12364	15291.26	16721.874	18580.169	17998.888
BT_2934	3754.579	2895	4180.103	4096.003	3893	3370.486
BT_2935	1707.246	1322.892	1476	1730.745	1587	1870.296
BT_2936	1549.532	1262.108	1359.184	1726.061	1841.96	2072.254
BT_2937	1789.643	1370	1745.816	5746.247	5945.381	4861.617
BT_2938	612	528	611	845.015	929	996.346
BT_2939	52	38	61	52	36	50
BT_2940	15	7	18	16	31	24
BT_2941	459	266	416	606.003	567	462
BT_2942	49	57	63	179	94	109
BT_2943	623	501	503	1051	934	775
BT_2944	2575.086	2079	2337	1589.107	1822.119	1927.275
BT_2945	11741.914	9828	10639	9734.527	10907.881	9842.328
BT_2946	17690.111	14500.512	13583.696	18697.484	17313.891	16787.707
BT_2947	2408.889	1717.488	2554.304	1255.853	1149.118	1352.613
BT_2948	145	93.545	149	147.831	182.52	197
BT_2949	84	74.455	104	142.169	93.48	131
BT_2950	92	64	59	71.672	83	103
BT_2951	99	91	158	164.919	172.661	243.617
BT_2952	388	322	299	423.409	665.339	749.82
BT_2953	761	416	607	566	510.001	571.562
BT_2954	3	0	0	1	0	0
BT_2955	15	13	22	48	30	24
BT_2956	10	0	1	2	9	8
BT_2957	273	203	249	212	274	210
BT_2958	1074	987	1069	2230.132	1945.497	1679.349
BT_2959	2935	2416	3076	8532.868	10574.465	8638.651
BT_2960	0	0	0	0	0	0
BT_2961	377	301	221	541	476	524
BT_2962	0	0	1	0	0	1
BT_2963	598	599	593.01	1070.018	1190.677	1071.004
BT_2964	277	309	222.99	494.982	534.323	429.996
BT_2965	45	59	52	95.449	76.988	72
BT_2966	124	159	133	122.551	215.012	171
BT_2967	147	134	144	352.862	326	323
BT_2968	42	64	26	110.137	61	66
BT_2969	108	36	101	142	142	123
BT_2970	45	29	36	86	82	75
BT_2971	1481	1257	1249	2072.059	2636	2678.031
BT_2972	813	646	758	368	409	467
BT_2973	199	124	130	20	32	35
BT_2974	67	54	30	23	39	24
BT_2975	572	463	479	1393	1330	1349
BT_2976	8221.33	8642.607	8654.414	4685.113	6559.351	6605.432
BT_2977	13481.028	13559.393	14446.586	7150.795	7217.649	9953.284
BT_2978	1659.128	1458.944	1305	1524.687	1341.8	1548.904
BT_2979	787.872	574.056	1052	679.313	599.2	459.096
BT_2980	319	240	164	272	207	234
BT_2981	457	433	309	269.692	177	219.739
BT_2982	100	147	80	71.308	45	119.261
BT_2983	60	34	24	43	42	46
BT_2984	29	43	14	117	101	70
BT_2985	3	0	0	1	3	0
BT_2986	13	15	8	32	4	6
BT_2987	873.401	959.679	689	652.178	519.254	579.298
BT_2988	909.601	757.321	604	406.961	289.573	368.714
BT_2989	1786.998	1873	1218	1012.861	907.173	1061.988
BT_2990	321	235	185	818	592	628
BT_2991	10	9	10	58	49	63
BT_2992	24	50	51	45	46	58
BT_2993	4	4	4	2	0	3
BT_2994	4	8	0	13	10	14
BT_2995	53	37	46	160	110	61
BT_2996	10	0	3	3	10	5
BT_2997	2150.558	1740.003	1884	4227.594	3951.934	3618.917
BT_2998	760.247	578.028	481	900.199	933.067	1002.954
BT_2999	1330.195	1306.969	974	1361.229	1246.999	1427.129
BT_3000	436	488	433	231.726	202.701	286.065
BT_3001	4601.111	4000	3883	3631.269	4318.299	4624.935
BT_3002	485.889	247	320	171	102	143
BT_3003	6253	5021	4756	2405	2144	2575.112
BT_3004	1908	1586	1687	4102	3559	3419.291
BT_3005	1064	754	1015	1917	1561	1521.709
BT_3006	718	580	634	1457.111	1210	1063
BT_3007	1061	843	694	812.817	804.876	941
BT_3008	374	313	232	254.183	322.124	335
BT_3009	1534	1401	1283	3325	4087	2912
BT_3010	295	292	254	290	350	393
BT_3011	383	352	454	239	187	232
BT_3012	201	142	141	267	232	265.435
BT_3013	74	59	40	134	128	125.565
BT_3014	1	0	8	14	14	6
BT_3015	109	98	100	221	166	175
BT_3016	11	15	1	13	9	15
BT_3017	4	2	5	12	19	13
BT_3018	5755	4681	6311	9537.39	7776.116	7410.991
BT_3019	2681	2461	2346	2496	2577	2244
BT_3020	318	278	297	822	953	638
BT_3021	2495	1701	2402	3225	3359.021	2911
BT_3022	0	0	0	0	0	0
BT_3023	626	500	590	949	702	697
BT_3024	274	181	216	361	439	378
BT_3025	101	73	83	235	148	167
BT_3026	28	45	59	26	30	34.158
BT_3027	52	34	19	35	58	67.842
BT_3028	72	51	67	124.006	120	111
BT_3029	194	165	194	187	156	241
BT_3030	42	32	43	100	59	98
BT_3031	337	229	196	535	510	495
BT_3032	2503	2212.797	1794	1828.921	1672.898	2296.059
BT_3033	16128.36	11881.519	14613.607	16164.084	13316.83	14239.862
BT_3034	3667.64	2877.684	3434.393	5713.74	4763.456	5757.267
BT_3035	3039	2674	2774	4058.245	4078.817	5115.812
BT_3036	547	517	479	454	454	617
BT_3037	1297	908	848.513	2377.219	1832.513	1935.546
BT_3038	1408	966	861	2247.781	1551.487	1670.454
BT_3039	530	446	669	534	681	575
BT_3040	823	793	729	570	478	621.354
BT_3041	226	205	222	245	220	288.646
BT_3042	152	94	82	152	102	124
BT_3043	971	792	885	2015	1994	1543
BT_3044	26	31	46	75	57	44
BT_3045	104	84	96	182	193	169
BT_3046	135	59	101	142	154	136.541
BT_3047	20	9	22	45	64	45.459
BT_3048	61	56	46	204	258	224
BT_3049	904	825	760	1159	969	1082
BT_3050	11	1	14	59	97	70
BT_3051	823	592	742	1067.106	1036.151	985
BT_3052	2234	1534	1492	1105	843	1176.144
BT_3053	8577.426	7543.672	9355.082	3753.613	4856.737	5208.991
BT_3054	53646.58	44819.573	59050.324	56459.889	58354.569	56988.276
BT_3055	9776.993	8748.435	12689.594	6995.973	7817.571	9033.235
BT_3056	97	80	89	105	86	114
BT_3057	2641	2283	2263	3144	3136	2906
BT_3058	2907	2163	1897	1412	885	1005
BT_3059	21	10	36	25	11	16
BT_3060	30	27	31	31	44	28
BT_3061	188	187	265	637	951	660
BT_3062	7	2	12	18	38	29
BT_3063	0	0	0	0	0	0
BT_3064	4072	3143	4296	12552.952	6954	8392
BT_3065	190	70	125	464	417	428
BT_3066	10197	7035	6715.573	43341.761	33479.649	26855.047
BT_3067	81	67	74	222.007	238	239
BT_3069	526	400	366	785.343	989	877
BT_3070	959.21	778.067	1001	1125.941	1104.705	1345.119
BT_3071	1157.825	962.721	828.458	1301.363	1781.18	1898.306
BT_3072	13383.965	11945.212	11841.542	33024.383	45922.909	31800.152
BT_3073	736	678	645	2925	2804	2953
BT_3074	1701	1448	1628	2205.51	2200.086	2351.124
BT_3075	1649	1356	1532	1211.49	1158.914	1307.029
BT_3076	0	0	0	0	1	0
BT_3077	10403.115	9855	10101	7216.898	8185.172	10408.983
BT_3078	342	380	333	320.127	194	317.175
BT_3079	9521.715	6617.069	8484.811	8271.654	7903.761	8644.897
BT_3080	577537.138	451212.066	609504.401	1291256.175	1337163.564	1085371.721
BT_3081	182.007	179	250	339.175	287.006	322
BT_3082	44540.884	30327.776	38558	7022.029	5955.981	7468
BT_3083	1816.117	1596	1581	1343.95	1703.937	1558.002
BT_3084	3996.999	4249	3392	3082.069	4014.307	3490.081
BT_3085	1181	1105	1261	1619	1465	1610
BT_3086	200	210	243	556	642	479
BT_3087	398	323	399	1375	1291	1221
BT_3088	97	71	79	133	185	163
BT_3089	68	47	147	135	134	143
BT_3090	114	69	111	136	186	148
BT_3091	1287	1215	1327	1381.009	1457	1563
BT_3092	134	150	166	236	196	227
BT_3093	220	118	174	174	152	215.72
BT_3094	45	10	37	59	75	45
BT_3095	39	72	38	49	52	58.638
BT_3096	136	165	163	127	140	148.362
BT_3097	1934	2020	1385	1746.3	1384.763	1716.885
BT_3098	8	4	26	30.702	32.237	28.115
BT_3099	11	17	19	25	21	31
BT_3100	549	403	516	498	331.095	395
BT_3101	214	221	223	421	319	293.618
BT_3102	52	66	52	100	101	116.382
BT_3103	200	196	187	491.594	350	409
BT_3104	60	28	34	86.406	130	105.002
BT_3105	19	12	9	17	21	34.469
BT_3106	181.073	186.821	176	220.779	199	253.531
BT_3107	99.927	63.179	71	220.221	198	153
BT_3108	15	26	11	22	12	46
BT_3109	135	110	117	386	394	422
BT_3110	1332	1141	1251	480.811	630	680
BT_3111	422	382	305	286.68	302	361
BT_3112	127	73	109	167.51	82	147
BT_3113	2995	2566.867	2705	4890	5492	5055
BT_3114	2641	2081	2369	7521.537	8699.094	7438
BT_3115	669	606	825	1278	1412	1151
BT_3116	6090	5144.137	4568	5710.758	5533.957	6937.352
BT_3117	3427.009	3169.685	3014	6011.402	6870.718	6593.968
BT_3118	5035.991	4151.178	4957	15860.1	16763.293	15477.228
BT_3119	260	275	265	225.002	243.588	292.148
BT_3120	2133	1775	1356	2703.998	2400.412	2893.861
BT_3121	6290	5362	5970	9386	7872	7925
BT_3122	238.073	109	111	315.093	171.209	295.131
BT_3123	818.927	848	882	805.914	779.791	858.869
BT_3124	228	221	271	574	802	605
BT_3125	2	10	0	3	0	6
BT_3126	8607	7426	8548	6694	8451	8775.779
BT_3127	1527.994	1101	1695.119	2772.912	2198.502	3142.529
BT_3128	500.006	427	644.881	979.088	1163.498	899.155
BT_3129	1845	1604	1641	2271	1917	1664
BT_3130	215	178	301	283.687	154	274
BT_3131	227	155	264	162.313	160	171.124
BT_3132	3236	2201	2844	5199	4284	3453.77
BT_3133	313	235	236	639	411	426.106
BT_3134	123	79	115	438	534	404
BT_3135	35	82	44	70	60	71
BT_3136	39	14	28	20	35	14
BT_3137	1	0	5	4	0	1
BT_3138	34200.973	21307	21610	36358.026	14988.648	20488
BT_3139	51	35	77	162	41	111
BT_3140	172	93	103	379	339	327
BT_3141	99	88	78	103	134	79
BT_3142	12	0	2	19	15	6
BT_3143	62	29	26	72	51	84
BT_3144	45	41	31	74	47	53
BT_3145	283.684	354.157	283	153.988	226	277.004
BT_3146	5311.804	4557.762	4927.001	9266.873	9025.886	7913.049
BT_3147	5113.512	4954.045	4711.999	5726.225	4492.038	5281.431
BT_3148	60133	46599	52564	168088.403	141231.5	122397.484
BT_3149	739	708	493	1723.182	1410	1462.87
BT_3150	25518	20185.928	22151	70259.536	60009.882	51230.666
BT_3151	1650.52	1376.223	1681.59	1572.004	1549.58	1611.415
BT_3152	4230.932	3289.35	3898.41	4172.149	4170.441	4054.612
BT_3153	437.548	353.499	330	212.847	195.979	208.162
BT_3154	105	94	83	58	42	35
BT_3155	266	266	179	161	123	168
BT_3156	48	91	58	91.462	96.881	114.506
BT_3157	67	45	46	73.538	63.119	89.494
BT_3158	125	94	96	218.628	139	185.42
BT_3159	22	17	23	27.372	16	42.58
BT_3160	503.369	406	530	1010	1094	933
BT_3161	26	35	10	9	9	27
BT_3162	31	14	10	39	10	24
BT_3163	214	229	168	169	151	203
BT_3164	12598	10442	12396	18791.815	20670.374	16340.564
BT_3165	1767	1582	1780	2095.674	2510	2137.823
BT_3166	2225	1510	1603	859	700	709
BT_3167	2674.121	1680.397	2289	5026.933	3539.125	3387.454
BT_3168	1120.879	886.603	1053	848.18	980.875	1058.546
BT_3169	3562	2702	3049	8742.538	7258	6826
BT_3170	502	375	424	1214	1027	980
BT_3171	57	16	25	54	25	35
BT_3172	637	504	414	835	555	778
BT_3173	48	43	29	41	47	50
BT_3174	942	622	825	2747	2279	2227
BT_3175	54	29	30	76	61	66
BT_3176	107	50	94	194	237	209
BT_3177	40	36	22	25	9	24
BT_3178	1409	1065	1459	3276.454	2448.681	2387.249
BT_3179	3255	2736	2716	6649.405	6189.261	5671.751
BT_3180	185	148	207	282.141	200.058	216
BT_3181	3030	3649	3379	1856	2431	2424
BT_3182	38018.96	30815	36417.22	39897.22	39954.187	39094
BT_3183	3519.36	1921.033	1443.675	2946.875	1537.01	1817.021
BT_3184	15495.64	12134.255	14308.669	13087.223	14142.036	13704.979
BT_3185	528.844	374.807	495	486.826	511.077	486.586
BT_3186	2282.548	2029.77	2380	3424.854	3699.915	3490.287
BT_3187	2610.608	1888.423	3112	4116.707	4604.813	4205.116
BT_3188	1436.78	1354.236	1326	971.521	1059.724	1137.389
BT_3189	503.22	503.764	349	370.82	359.328	408.453
BT_3190	301	253	279	169.41	148.117	152.246
BT_3191	283	244	238	641	907.831	700
BT_3192	385	287	314	336.561	311.389	369.202
BT_3193	7578.701	6534.353	7016.017	7118.929	6996.463	7381.306
BT_3193a	2265.299	1838.647	1663.983	1937.008	2151.148	2405.492
BT_3194	5	18	6	29	19	13
BT_3195	16719	14801	16940	61570.845	64178.986	45023.958
BT_3196	275	195	207	319	357	362
BT_3197	79	43	27	114	86.204	103
BT_3198	332	229	242	1053	1238.796	896
BT_3199	577	456	649	1147.785	1300.017	854
BT_3200	183	141	266	298.215	333.983	274
BT_3201	74	43	40	76	55	86
BT_3202	3740.366	3273.363	3242.512	4357.167	5845.46	5484.185
BT_3203	47	26	28	42	33.074	36.294
BT_3204	533.181	366.637	832.488	213.179	293.696	227.837
BT_3205	170.844	161	99	252.654	310.941	422.206
BT_3206	476.609	514	467	238	274.9	220.479
BT_3207	20	34	28	25	28	55
BT_3208	44	14	36	47	27	38
BT_3209	16956.524	13237.17	12592.098	15886.267	15581.266	15136.867
BT_3210	6151.224	5470.869	5591.294	5501.734	5852.708	6102.354
BT_3211	446.728	395	436.067	250.559	191.37	279.962
BT_3212	2872.363	2713.172	2748.933	2326.62	2871.763	2964.962
BT_3213	7629.164	5702.828	7036.566	9564.594	11119.758	9517.273
BT_3214	8107.372	6702.99	8521.455	12386	14575.748	13895.007
BT_3215	4957.835	4110.985	4261.092	13296.591	14243.733	10918.506
BT_3216	161.066	117.025	177.887	222.839	244.985	296.364
BT_3217	230.214	226	193	86.477	56.169	61.923
BT_3218	561.786	423	444	141.523	123.831	114.077
BT_3219	4005	4291	4162	4085.155	4661	4889
BT_3220	5415	4060	1573	2781.295	1302.983	2016
BT_3221	4	10	12	2	1.017	1
BT_3222	35	53	47	16	20	20
BT_3223	38	20	15	55	32	56.062
BT_3224	8754.999	6202.97	8087	12357.077	9753.689	8827.451
BT_3225	497.001	564	502	228.922	359.311	262.487
BT_3226	10267.028	7865.884	9638.546	21166.22	15655.982	17263.453
BT_3227	1751.59	1240.247	1173.334	4028.213	2407.495	2776.232
BT_3228	634.948	580.869	530.121	381.601	336.585	384.142
BT_3229	925.434	727	785	1980.724	2524.938	2108.525
BT_3230	9598	8051	10138	8883	10109	9275.839
BT_3231	5150.167	4495.696	4999.65	6226.275	7612.26	6771.073
BT_3232	4380.833	4587.304	5523.35	2422.877	2967.203	2956.642
BT_3233	5750	4450	6350	5806.176	4750.537	4679.803
BT_3234	561	403	313	252	167	264
BT_3235	142	68	132	318	346	290
BT_3236	32	86	42	92	88	58
BT_3237	23	9	13	12	12	12
BT_3238	41	29	38	15	12	46
BT_3239	218	142	223	159	155	155
BT_3240	433	334	336	950.541	976	731
BT_3241	86	86	84	149	172	137
BT_3242	52	64	44	55.295	46.747	50.909
BT_3243	61	70	64	60.705	82.253	71.091
BT_3244	67	32	44	49.048	66	72
BT_3245	128	129	208	112	91	109.997
BT_3246	946.116	740	977	509	473.959	539.268
BT_3247	32208.884	26144	31027	19174.003	20766.724	20367.417
BT_3248	323	258	299	249.531	231.228	318
BT_3249	1788	1326	1536	1552.083	1955.772	2191.529
BT_3250	393	310	362	453.386	466.848	582.763
BT_3251	174.002	132	173	152.356	219.156	220.36
BT_3252	1725.212	1279	2149	2474.644	2049.865	2368.015
BT_3253	2400.295	1845	2372.391	3275.814	2905.468	2844.45
BT_3254	5012.491	3342	3813.609	4761.385	4860.815	5149.883
BT_3255	5802.994	4541.783	5340	5555.56	6334.769	6243.039
BT_3256	6287.006	4884.217	5399	3386.83	3323.231	4389.961
BT_3257	5256	3744	3560	4884.998	4994	4600.038
BT_3258	293	228	298	610	838	620
BT_3259	473	255	282	302	231	272
BT_3260	8417	7277	7165	5126	5931.179	6686.016
BT_3261	4941	4152	4676	6771	6108.001	6686
BT_3262	1874	1252	2092	885	702	895
BT_3263	5288	4094	5104	4788.484	4432.575	4666.711
BT_3264	482	408.991	436	665.59	440.715	719.196
BT_3265	3003	2580.009	2244	2245.926	2455.703	2758.494
BT_3266	2373	2195	1988	1408.001	1418	1517.015
BT_3267	960	1034	864	851.031	794.437	1043.456
BT_3268	8126	6342	7215	12885.047	13741.592	12272.549
BT_3269	12845	8841	17264	5269.422	4884.007	5073
BT_3270	903	700	726	476	547	628
BT_3271	961	810	838	702	649	672
BT_3272	841	771	669	1462.024	1809.939	1481
BT_3273	119	105	74	68.868	58.816	81.998
BT_3274	281	295	258	387.699	470.246	497.475
BT_3275	887	918	1226	725.74	830	966.979
BT_3276	931	805	1206	1194.694	1390	1377.548
BT_3277	312	199	276	163	133	144
BT_3278	48	86	31	69	99	87
BT_3279	122	108	172	212	283	291
BT_3280	60	55	76	43.921	96	63
BT_3281	30	14	20	16.995	32	24
BT_3282	129	125	138	260	270	231
BT_3283	120	111	65	89.478	73.422	106.853
BT_3284	816	823	955	738.562	780.578	723.147
BT_3285	26842.618	23869	28187.544	47900.607	56254.882	40390.351
BT_3286	6305.382	5579	6508.132	7404.673	9217.807	7158.557
BT_3287	3072.078	2890.138	3714.321	5121.727	5293.966	5206.894
BT_3288	2157.922	1979.862	2450.003	1475.69	1820.455	1735.952
BT_3289	3960	3430	3708	4555.31	5369	5379.371
BT_3290	422	341	334	429	468	429
BT_3291	95	99	110	98	58	66
BT_3292	138	65	86	55	44	74
BT_3293	1433	1322	1403	1504	1634	1529
BT_3294	1014	770	703	761	728	804
BT_3295	15	16	11	16	25	20
BT_3296	54	30	34	45	41	76
BT_3297	93	66	81	108	103	148.849
BT_3298	9	20	20	24	20	21.151
BT_3299	100	73	92	143	170	135
BT_3300	106	85	67	126	139	192
BT_3301	4	17	22	48	29	48
BT_3302	994	752	852	1505	1312	1529
BT_3303	6686.001	5877	6055	6111.354	6112	7415.206
BT_3304	13311.519	10723.208	10494	8281.684	5620.748	7895.199
BT_3305	7334.281	5656.893	6326.483	9341.505	10038.983	8023.444
BT_3306	2866.493	2739.379	2074.517	1238.57	1303.638	1658.834
BT_3307	2694.705	2345.52	2569	1718.316	2390.066	2050.692
BT_3308	5266	4000	6206	9941.979	10009	8951
BT_3309	726	423	608	558.021	581	568
BT_3310	1955	1575	2122	6672	7499	7057.999
BT_3311	263	237	422	527.999	514.361	688.688
BT_3312	192	154	206	212.338	238.639	321.696
BT_3313	273.355	228	267	570.663	620.237	729.383
BT_3314	1016.645	829	1213	2605.023	2650.763	2335.235
BT_3315	233	435	569	174	125	109
BT_3316	40	45	40	27	22	23
BT_3317	429.001	313.195	297	184.269	169.269	197.2
BT_3318	3526.651	3231.564	3725.766	3340.17	3234.22	3867.03
BT_3319	20195.683	16607.429	18158.809	19505.499	21524.917	22928.103
BT_3320	20644.672	18324.812	18163.425	23143.063	25531.056	29388.883
BT_3321	748	587	512	1553	1337	1291
BT_3322	298	231	225	400	353	381
BT_3323	527	552	564	1117	1074	939
BT_3324	810	527	690	1250	1102	1041
BT_3325	2204	1589	1760	3637.707	2744	2690
BT_3326	1520	1180	1467	1388.683	1402	1624.702
BT_3327	2376	2220	1739	1566.251	1657	1886.298
BT_3328	111	62	77	129	109	142
BT_3329	43	74	58	107	142	143
BT_3330	114	73.166	106.001	95.907	120	154
BT_3331	93	83.834	102.999	76.093	92	120
BT_3332	329	241	247	818	635	713
BT_3333	79	78	71	170	108	190
BT_3334	10972	9300	7496	9294.313	7346.004	9273.333
BT_3335	8725	6980	7928	12823.712	12413.251	11649
BT_3336	2754	2165	2672	1962.018	2006	2628.501
BT_3337	5725.756	4566.004	6012.416	3450.494	3293.373	3980.055
BT_3338	20698.244	18051.265	25024.584	13837.563	13940.637	14280.721
BT_3339	3337	3003.731	2140	1738.906	1016.993	2154.726
BT_3340	2888	2655	2262	1674	1407	1845
BT_3341	32841	27124	33007	19583.977	20168.608	20338.111
BT_3342	19125	15374	16415	30538.563	25787.907	24755.882
BT_3343	281	235	243	175	193	238
BT_3344	4	7	4	7	2	11
BT_3345	7	11	4	10	9	14
BT_3346	227	163	213	536	477	414
BT_3347	63	83	66	86	50	54
BT_3348	1032	697	883	1684	1642	1548.823
BT_3349	834	571	769	3038	2035.011	1869.177
BT_3350	241	302	290	666	630	627
BT_3351	4377	3898	3679	3468	2961	4245
BT_3352	718	604	540	1019	1281	1100.904
BT_3353	3784	3398	3430	2712	2572	3186.092
BT_3354	960	826	926	903	862	796
BT_3355	4612.473	3997	3870	7101	7503	7140.925
BT_3356	2443	1797	2300	3526.289	3783	3443
BT_3357	2431.006	2105.157	1705.881	2197.994	1790.809	2196.484
BT_3358	43872.044	42764.061	44345.861	39529.812	39311.924	43086.627
BT_3359	150891.898	116187.782	85855.012	175150.421	141662.468	109288.773
BT_3360	582	518	796	307	294	308
BT_3361	6307.991	4315	4388	8444.005	7006.966	6712.26
BT_3361a	16653.344	13182.753	15311	26063.389	24986.754	21915.514
BT_3362	11804.577	9212.587	14564	12421.799	13257.056	13173.847
BT_3363	3170.079	2476.66	2933	2606.956	2457.248	3067.026
BT_3364	1279	1058	1269	2073.784	2037.691	1863.118
BT_3365	5664	4644	5497	8809.777	10064.309	9862.329
BT_3366	2420.147	2628.829	2405	2458.412	2520.052	2376.221
BT_3367	1219.853	889.171	1366	772.557	747.948	698.931
BT_3368	4574	3330	6083	16692.817	16016.277	12822
BT_3369	1865	1542	1220	1060	835	938
BT_3370	1304.972	1329.057	906	1232.911	1789.518	1544.32
BT_3371	831.028	818.943	533	662.543	518.482	537.68
BT_3372	378.137	367.974	237	318.3	303.112	370.254
BT_3373	385.63	343.4	262	170.21	136.348	186.82
BT_3374	1633.233	1321.626	1285	1235.269	1239.013	1539.254
BT_3375	1794.323	1905.138	1086	1725.418	1625.3	2207.738
BT_3376	2631.677	2519.862	1966	1473.059	1849.228	1982.934
BT_3377	623	645	420	692.448	994	875
BT_3378	154.618	135	110.845	79.254	111.988	104.849
BT_3379	386.382	451	427.155	314.152	408.012	448.151
BT_3380	611	526	548	587.147	464	526
BT_3381	30898.977	25676.858	30809	44166.943	39796.063	37343.886
BT_3382	5506.667	5759.142	4520	6481.15	7836.148	8044.67
BT_3383	459	473	393	2578.144	2207.854	2167.007
BT_3384	325	325	236	671.003	557	749
BT_3385	895	658	858	3682	3639	3122
BT_3386	6884.918	7213	5080	6231.335	7756.238	7424.462
BT_3387	2295.082	1815	2146	2251.786	1794.784	2178.849
BT_3388	4070.717	3613	3428	4403.445	4445.97	4134.952
BT_3389	948.297	888	936	751.853	1130.094	1156.37
BT_3390	53897.663	45922	53545	128853.478	145859.348	113336.095
BT_3391	2081	1493	1514	4589.357	4147	3259.017
BT_3392	31838.88	26762.394	38135.205	34183.909	39101.906	36428.09
BT_3393	4939.12	3872.606	4273.795	6358.737	5598.562	6494.304
BT_3394	13461	10489	14058	16006.868	15769.753	15816.808
BT_3395	1231	1283	1305	1943.15	2225	2305.166
BT_3396	69873.293	43953	66910.687	80037.645	67406.712	72075.945
BT_3397	34915.707	25082	35118.313	40495.38	46546.969	42761.005
BT_3398	2548	2457	1313	6593.993	4987	6852
BT_3399	728	683	922	1192.611	1170	1159
BT_3400	972	678	649	602	458	569
BT_3401	1213	1019	1226	760	1007	850.174
BT_3402	355	271	350	475.114	510.149	573.775
BT_3403	13827.16	13482.97	16209	6446.701	8897.684	10412.248
BT_3404	55914.588	38915.297	56158.098	66348.513	68294.521	65913.493
BT_3405	418	428	691	300	426.399	537
BT_3406	39607	30515.997	37992	116325.911	107782.959	83860.581
BT_3407	12243.127	9916.222	13500.523	15012.143	18939.288	16638.556
BT_3408	10733.723	9406.57	13120.694	5798.668	6862.228	7422.085
BT_3409	14713.548	9963.208	18260.563	18511.551	18684.504	20216.381
BT_3410	3785	2365	2308	22963.201	21395	20869.933
BT_3411	2804	2250	3465	4001	3968	3142.973
